a_Cr,a_Si,a_Mo,a_Co,a_C,a_Mn,C0,a_Ni,a_Al,a_V
270.52801513671875,49.3001708984375,477.06982421875,424.06854248046875,141.2625732421875,336.30633544921875,50.04638671875,86.75714111328125,-163.2064208984375,621.0396728515625
283.088623046875,49.91278076171875,450.501220703125,573.724365234375,185.6817626953125,296.95745849609375,40.673095703125,70.57879638671875,-244.8790283203125,679.504150390625
279.8394775390625,55.43218994140625,473.435302734375,394.36004638671875,151.9202880859375,341.44549560546875,53.3448486328125,64.94610595703125,-120.997802734375,507.1659240722656
285.1517333984375,61.53997802734375,477.6776123046875,329.70623779296875,148.07513427734375,310.4310302734375,41.1448974609375,88.5970458984375,-159.976318359375,626.1155395507812
290.53955078125,68.82659912109375,489.76446533203125,337.5799560546875,154.14031982421875,325.0107421875,0.3289794921875,87.279296875,-134.5775146484375,651.5101318359375
282.55474853515625,62.88623046875,476.336669921875,370.03662109375,165.73175048828125,317.88037109375,4.1256103515625,74.99957275390625,-117.3629150390625,536.4871826171875
281.2060546875,75.72515869140625,474.22332763671875,371.6185302734375,163.9281005859375,306.6064453125,8.4158935546875,81.3328857421875,-175.857421875,463.77557373046875
279.29095458984375,67.97772216796875,469.00457763671875,348.81329345703125,164.45123291015625,300.20819091796875,12.7662353515625,88.91326904296875,-121.086181640625,465.69000244140625
284.97357177734375,68.2420654296875,477.80230712890625,385.14788818359375,165.64794921875,327.753173828125,3.4296875,78.52166748046875,-141.595947265625,420.01727294921875
307.99554443359375,79.6383056640625,475.8265380859375,313.3314208984375,161.9727783203125,278.87274169921875,31.9771728515625,75.20703125,-58.1201171875,221.78155517578125
296.687744140625,72.69189453125,479.68408203125,372.6605224609375,143.50250244140625,292.650146484375,25.756591796875,93.01104736328125,-108.802734375,387.01239013671875
309.96673583984375,51.13604736328125,495.2760314941406,403.9974365234375,162.507080078125,335.305908203125,6.71533203125,64.55877685546875,-175.0045166015625,440.7972412109375
283.792236328125,82.371337890625,467.06097412109375,434.514404296875,129.4306640625,303.26263427734375,73.0006103515625,81.05267333984375,-107.053955078125,541.12646484375
291.72760009765625,62.00616455078125,470.98272705078125,289.086669921875,179.17169189453125,308.79986572265625,19.472900390625,66.78546142578125,-153.1217041015625,504.5386657714844
283.85748291015625,64.902587890625,468.48992919921875,420.5906982421875,134.91552734375,343.382568359375,42.1629638671875,84.29693603515625,-145.78955078125,482.12615966796875
292.940673828125,74.38470458984375,486.6937255859375,346.5372314453125,140.05999755859375,309.6329345703125,11.0888671875,82.08782958984375,-86.9149169921875,596.6202392578125
306.6949462890625,48.77752685546875,492.517578125,333.86944580078125,152.32000732421875,338.9232177734375,19.2421875,74.99072265625,-67.1119384765625,665.4471435546875
291.63055419921875,74.73681640625,456.0552978515625,193.298095703125,159.4765625,285.81414794921875,42.3587646484375,76.5614013671875,-121.25341796875,419.90460205078125
265.34783935546875,67.3797607421875,443.6102294921875,273.41351318359375,167.721435546875,301.1414794921875,53.512939453125,90.9793701171875,-42.400390625,564.21142578125
285.34747314453125,73.5640869140625,500.9620666503906,510.9582214355469,155.65234375,300.29266357421875,18.7696533203125,80.98687744140625,-160.2645263671875,319.23101806640625
279.6724853515625,88.87445068359375,464.6478271484375,444.3968505859375,156.10162353515625,272.87982177734375,13.8623046875,104.5013427734375,-171.498291015625,467.5450439453125
296.9886474609375,50.24853515625,511.5086669921875,260.3717041015625,149.59478759765625,331.1756591796875,5.0654296875,87.79986572265625,-51.681396484375,659.5069580078125
302.68511962890625,65.13458251953125,486.024658203125,305.17938232421875,160.1968994140625,324.20947265625,8.77099609375,78.32904052734375,-139.9486083984375,554.6898193359375
291.852294921875,58.49774169921875,469.83343505859375,294.42657470703125,160.657958984375,313.32562255859375,29.1800537109375,78.39422607421875,-32.74560546875,493.0583801269531
273.2022705078125,70.20550537109375,458.02972412109375,271.57244873046875,162.33221435546875,290.79827880859375,30.1812744140625,98.7498779296875,-4.65655517578125,559.6130981445312
289.2896728515625,78.00738525390625,487.478271484375,288.7352294921875,171.91534423828125,319.87481689453125,7.6861572265625,68.91949462890625,-124.1552734375,605.7349243164062
270.82281494140625,80.56976318359375,451.4765625,406.13763427734375,157.037109375,271.25927734375,60.235595703125,97.142822265625,-191.98828125,523.0079345703125
264.95941162109375,60.9105224609375,427.96221923828125,405.7039794921875,169.1583251953125,288.75115966796875,43.309326171875,75.4713134765625,-176.5538330078125,500.38604736328125
307.7808837890625,62.0992431640625,471.56671142578125,458.8681640625,135.98760986328125,306.94635009765625,50.60693359375,80.187744140625,-181.7049560546875,421.85333251953125
280.20611572265625,71.12646484375,460.34967041015625,489.29290771484375,159.3665771484375,292.53045654296875,30.1871337890625,76.99871826171875,-212.2138671875,373.091064453125
307.70086669921875,76.94720458984375,507.4389343261719,391.451171875,143.90631103515625,286.72161865234375,27.4638671875,85.48980712890625,-180.941162109375,516.4380493164062
286.70458984375,74.463623046875,522.3302001953125,388.42755126953125,139.06927490234375,327.38604736328125,3.1849365234375,92.297119140625,-140.775634765625,303.9970703125
281.782470703125,64.98626708984375,493.88433837890625,271.6253662109375,179.4862060546875,319.7774658203125,8.5810546875,76.079345703125,-121.7474365234375,170.75823974609375
268.9613037109375,63.32275390625,508.68011474609375,316.3355712890625,154.1234130859375,331.71356201171875,17.5496826171875,87.453125,-112.8541259765625,368.13250732421875
295.7547607421875,50.48699951171875,469.50140380859375,380.80950927734375,164.89715576171875,320.434326171875,35.823486328125,59.4266357421875,-102.8880615234375,575.8302001953125
267.3994140625,79.278076171875,434.433349609375,453.986328125,169.64019775390625,281.5589599609375,47.5640869140625,79.43438720703125,-178.0093994140625,509.2756042480469
283.957763671875,56.82574462890625,505.7237548828125,403.4423828125,157.82965087890625,307.3837890625,13.87939453125,78.14007568359375,-135.5902099609375,656.12060546875
297.070556640625,60.24127197265625,500.2207336425781,406.715087890625,152.93243408203125,342.7252197265625,3.1380615234375,71.480224609375,-142.8575439453125,491.6375427246094
285.95684814453125,76.10888671875,461.1024169921875,569.2955322265625,162.7845458984375,242.21929931640625,63.04052734375,76.06787109375,-223.052978515625,526.986572265625
290.05535888671875,63.49517822265625,447.3629150390625,480.403076171875,144.8468017578125,290.94287109375,87.8529052734375,65.07843017578125,-190.419921875,615.1358642578125
287.804931640625,72.5927734375,461.092041015625,274.0673828125,129.39312744140625,271.53265380859375,89.4237060546875,88.007568359375,-70.2957763671875,745.3037719726562
283.1451416015625,70.1573486328125,479.62994384765625,352.51336669921875,151.8128662109375,313.885498046875,27.9881591796875,78.93341064453125,-125.035400390625,771.47216796875
306.2960205078125,70.00531005859375,506.69879150390625,427.1348876953125,129.15283203125,345.5035400390625,7.50927734375,91.51617431640625,-131.946533203125,646.7637939453125
298.64385986328125,80.12841796875,460.83795166015625,397.25250244140625,152.46734619140625,304.13714599609375,27.677001953125,74.486328125,-203.1212158203125,576.7412109375
280.36822509765625,92.58587646484375,497.2587890625,300.866455078125,153.600830078125,280.81524658203125,0.795166015625,94.53680419921875,-159.8837890625,377.1302490234375
274.42864990234375,76.28106689453125,466.1942138671875,319.2569580078125,140.5013427734375,312.39208984375,44.9742431640625,85.74188232421875,-105.6861572265625,386.8385009765625
283.49951171875,76.21661376953125,460.60052490234375,412.8497314453125,193.326171875,280.0963134765625,8.365966796875,74.2882080078125,-226.672607421875,372.448486328125
315.10650634765625,72.2930908203125,469.35052490234375,392.5269775390625,158.57391357421875,285.55889892578125,18.1204833984375,77.1458740234375,-169.3548583984375,650.0729370117188
275.3511962890625,70.98114013671875,482.2193603515625,375.14129638671875,169.56793212890625,305.50238037109375,21.3365478515625,74.0745849609375,-128.1845703125,412.0743408203125
260.80419921875,68.48907470703125,482.234619140625,336.1820068359375,132.12091064453125,303.24664306640625,84.343994140625,93.666259765625,-83.7861328125,300.13372802734375
274.58734130859375,92.61614990234375,475.00457763671875,596.94091796875,171.87835693359375,275.8350830078125,11.57958984375,88.783447265625,-250.0885009765625,364.66363525390625
282.54058837890625,69.60931396484375,467.726806640625,347.59625244140625,181.13433837890625,286.8624267578125,0.4915771484375,95.0311279296875,-178.557861328125,431.12750244140625
290.8931884765625,86.71807861328125,466.42767333984375,495.954345703125,145.43243408203125,278.28717041015625,52.031005859375,92.41650390625,-219.1026611328125,377.02935791015625
288.5374755859375,69.48834228515625,482.98931884765625,480.7159423828125,172.70526123046875,282.4376220703125,29.149169921875,85.09759521484375,-145.0501708984375,351.42633056640625
283.05126953125,59.98236083984375,486.513671875,364.798828125,161.01287841796875,340.120361328125,8.4854736328125,75.47607421875,-171.6273193359375,662.5791015625
278.74053955078125,57.81170654296875,475.12152099609375,258.1190185546875,149.13800048828125,323.62725830078125,35.9149169921875,81.7420654296875,-87.7193603515625,830.01171875
297.18505859375,65.51947021484375,450.2427978515625,325.6859130859375,171.3292236328125,291.8057861328125,11.798583984375,82.1015625,-34.41259765625,508.74176025390625
278.82275390625,91.62689208984375,447.5859375,468.37811279296875,155.21710205078125,281.106689453125,51.927001953125,82.2122802734375,-220.93994140625,493.8899230957031
289.39483642578125,77.4091796875,498.3460998535156,499.898193359375,159.03857421875,307.296142578125,10.041015625,81.94769287109375,-130.2896728515625,284.59063720703125
264.46209716796875,90.5699462890625,474.320556640625,270.5111083984375,164.00274658203125,290.28387451171875,3.9510498046875,84.84661865234375,-162.488037109375,457.4847412109375
278.432861328125,65.884521484375,443.469482421875,252.52581787109375,136.81451416015625,300.68841552734375,97.2642822265625,78.5810546875,-72.3985595703125,540.186279296875
292.8753662109375,69.493408203125,480.66021728515625,412.94085693359375,150.72052001953125,298.8907470703125,27.2757568359375,80.70574951171875,-126.4493408203125,757.339111328125
278.88507080078125,63.61993408203125,483.5703125,360.04827880859375,142.9710693359375,321.65399169921875,43.9981689453125,74.63037109375,-96.5245361328125,736.8779296875
266.236572265625,51.38226318359375,436.1641845703125,349.61376953125,153.3905029296875,334.8477783203125,72.8773193359375,55.1925048828125,-63.4080810546875,725.351318359375
278.54833984375,71.29022216796875,478.14581298828125,469.61968994140625,133.4931640625,309.556640625,63.4710693359375,86.6611328125,-93.563232421875,603.9832763671875
303.4495849609375,65.88092041015625,488.667724609375,163.49920654296875,151.56365966796875,327.62396240234375,10.33642578125,77.14862060546875,-65.53466796875,674.04736328125
284.2296142578125,78.18017578125,500.0614013671875,304.05401611328125,137.24859619140625,337.21697998046875,3.88525390625,93.6505126953125,-173.648193359375,495.68743896484375
315.3302001953125,59.9688720703125,467.04522705078125,465.32452392578125,154.72100830078125,302.303466796875,22.2408447265625,77.21942138671875,-112.6611328125,579.8333740234375
268.95867919921875,87.01214599609375,454.52581787109375,454.155517578125,159.52667236328125,266.8179931640625,61.5533447265625,72.02587890625,-200.2523193359375,483.95562744140625
294.3834228515625,68.3946533203125,519.41748046875,354.87567138671875,147.70672607421875,322.4385986328125,8.08544921875,82.175048828125,-120.090087890625,406.1072998046875
275.94842529296875,60.8045654296875,451.2266845703125,225.8416748046875,177.30841064453125,339.99603271484375,23.3023681640625,59.3804931640625,-122.0994873046875,621.7701416015625
292.29754638671875,50.59552001953125,501.8719482421875,441.64556884765625,166.68170166015625,328.5120849609375,26.12255859375,63.10107421875,-160.83837890625,586.1638793945312
296.28118896484375,81.5877685546875,487.64971923828125,423.812744140625,165.618408203125,302.4281005859375,0.48095703125,90.44219970703125,-162.195068359375,311.56707763671875
299.036865234375,84.94451904296875,492.0669250488281,316.9940185546875,146.6689453125,275.62677001953125,17.5770263671875,98.6209716796875,-104.87060546875,229.149658203125
278.33953857421875,82.41259765625,498.9403991699219,350.26171875,160.59796142578125,286.4962158203125,5.590087890625,93.62115478515625,-209.2091064453125,404.6304931640625
286.388916015625,67.51458740234375,469.1070556640625,468.3721923828125,167.66400146484375,321.88409423828125,4.6072998046875,77.91607666015625,-153.0372314453125,338.6802978515625
286.2061767578125,58.14947509765625,455.00274658203125,283.62677001953125,147.57110595703125,339.38916015625,24.039794921875,86.79425048828125,-117.290771484375,833.5869140625
279.15545654296875,52.95391845703125,469.76934814453125,448.35406494140625,163.494140625,306.5181884765625,8.683837890625,91.098876953125,-130.1612548828125,916.7958374023438
289.69775390625,59.96875,441.95098876953125,428.60308837890625,150.65594482421875,285.4755859375,82.6326904296875,71.3177490234375,-102.4974365234375,441.01165771484375
294.6220703125,58.20819091796875,483.98809814453125,112.4632568359375,148.2601318359375,351.50054931640625,4.0743408203125,85.9163818359375,61.19091796875,401.5242919921875
297.8485107421875,78.96435546875,506.4563903808594,280.65155029296875,149.87469482421875,297.9671630859375,11.9366455078125,87.35040283203125,-13.7117919921875,357.9268798828125
293.821044921875,90.18609619140625,470.36358642578125,371.1915283203125,180.69586181640625,259.3846435546875,2.794677734375,86.58489990234375,-115.928955078125,394.17974853515625
274.53125,88.73095703125,442.31396484375,355.3311767578125,174.609619140625,247.99444580078125,49.138671875,92.06353759765625,-181.03125,471.80169677734375
274.5797119140625,62.56524658203125,471.47808837890625,406.6865234375,149.1007080078125,325.70257568359375,24.7635498046875,91.86187744140625,-176.8507080078125,466.6551513671875
298.52691650390625,67.3941650390625,478.526123046875,414.33099365234375,158.3492431640625,334.3077392578125,10.74560546875,77.28125,-87.1446533203125,426.28326416015625
279.710205078125,76.2294921875,456.13690185546875,499.6163330078125,169.031005859375,275.934326171875,48.593505859375,71.348876953125,-111.9962158203125,472.1573486328125
280.1552734375,72.47113037109375,457.489013671875,411.8292236328125,162.04150390625,334.66436767578125,11.3798828125,78.19439697265625,-137.38623046875,305.6483154296875
285.7607421875,98.79632568359375,463.42041015625,401.626708984375,108.17144775390625,303.18060302734375,68.1300048828125,108.38232421875,-184.6524658203125,80.619140625
292.09698486328125,58.79400634765625,456.5172119140625,469.510498046875,142.64990234375,312.55535888671875,77.3372802734375,84.04840087890625,-99.1917724609375,-36.2777099609375
278.2099609375,72.89501953125,483.62738037109375,460.2139892578125,156.37249755859375,289.23028564453125,17.634521484375,98.2242431640625,-138.02880859375,165.18798828125
271.54412841796875,73.48681640625,498.9259338378906,348.9700927734375,154.44732666015625,319.718017578125,18.0804443359375,85.08135986328125,-79.3253173828125,232.76214599609375
270.85772705078125,49.29541015625,504.1650390625,299.79815673828125,166.6732177734375,355.739501953125,4.3819580078125,78.51922607421875,-132.6229248046875,444.8372802734375
