a_C,a_Ni,a_Mn,a_V,a_Al,a_Si,a_Cr,a_Mo,a_Co,C0
-156.3294677734375,63.9208984375,296.0430908203125,365.4239501953125,-72.586181640625,60.679931640625,262.372314453125,491.7607421875,170.45849609375,19.7147216796875
-193.1226806640625,65.8848876953125,282.87109375,349.6529541015625,-65.5010986328125,56.7159423828125,268.3292236328125,482.9381103515625,324.4058837890625,97.099853515625
-183.7015380859375,71.49853515625,267.548583984375,305.403076171875,-64.238037109375,65.9615478515625,306.7281494140625,532.2271728515625,258.740966796875,10.33795166015625
-168.37225341796875,61.108154296875,281.7890625,278.923583984375,-51.18408203125,55.7523193359375,277.3887939453125,469.85693359375,190.73583984375,32.229736328125
-142.7803955078125,47.502685546875,283.0926513671875,201.3465576171875,-111.40478515625,63.9210205078125,276.603515625,503.780517578125,193.0389404296875,8.59521484375
-191.5396728515625,51.462646484375,302.3350830078125,273.1544189453125,-51.854736328125,55.7630615234375,281.0567626953125,479.7464599609375,217.62451171875,74.1907958984375
-205.630859375,59.0450439453125,252.03271484375,371.7969970703125,-18.693603515625,70.7706298828125,265.8408203125,438.23681640625,204.6270751953125,125.081298828125
-202.21600341796875,53.6649169921875,258.4256591796875,414.1754150390625,-44.2449951171875,51.5101318359375,258.012939453125,411.0289306640625,262.2022705078125,174.1859130859375
-180.71954345703125,30.50830078125,230.845947265625,481.49853515625,-70.256103515625,49.5806884765625,253.656494140625,438.436279296875,322.4278564453125,173.54052734375
-185.50433349609375,60.410888671875,268.4715576171875,458.36572265625,-65.38128662109375,48.66796875,259.34423828125,456.1746826171875,294.9730224609375,104.59765625
-185.22723388671875,66.6947021484375,289.978515625,479.3377685546875,-85.2608642578125,48.8345947265625,269.7222900390625,501.296630859375,264.09765625,62.25830078125
-167.84832763671875,68.259033203125,275.3294677734375,434.80419921875,-78.1339111328125,36.443115234375,246.8729248046875,470.425048828125,249.530517578125,77.7711181640625
-167.45672607421875,52.985107421875,296.3692626953125,459.2305908203125,-31.7225341796875,59.0784912109375,268.0731201171875,482.6063232421875,129.780517578125,46.4462890625
-164.9056396484375,62.852294921875,276.52490234375,622.11865234375,-1.762939453125,53.4005126953125,241.7576904296875,490.97265625,151.4312744140625,55.34716796875
-164.21044921875,57.950439453125,306.944091796875,599.4361572265625,-62.5118408203125,60.7037353515625,298.60400390625,516.632080078125,146.2728271484375,-21.562255859375
-147.44476318359375,60.9893798828125,325.9725341796875,607.93115234375,-59.9998779296875,35.079345703125,271.2542724609375,520.795166015625,216.7088623046875,-42.49432373046875
-158.42333984375,54.776611328125,273.5802001953125,617.489990234375,-4.24578857421875,39.93017578125,273.292236328125,481.6534423828125,163.3465576171875,49.0155029296875
-190.5335693359375,62.4039306640625,278.9864501953125,559.6217041015625,-17.27197265625,45.533935546875,286.295654296875,488.0997314453125,185.62451171875,79.0531005859375
-180.474365234375,51.5263671875,314.4334716796875,456.2666015625,5.44976806640625,31.0380859375,257.0791015625,501.287109375,107.7808837890625,89.27099609375
-185.00396728515625,45.183349609375,255.36669921875,359.7281494140625,-24.96417236328125,61.130859375,277.841796875,468.7633056640625,103.42236328125,108.5499267578125
-174.8038330078125,59.1119384765625,271.9627685546875,338.5789794921875,-31.166748046875,79.251708984375,267.3345947265625,493.0887451171875,139.8170166015625,42.5816650390625
-157.61151123046875,51.55859375,286.0567626953125,357.1373291015625,-27.5250244140625,45.5894775390625,280.047607421875,497.8446044921875,145.165771484375,31.1729736328125
-193.85833740234375,50.322509765625,268.939697265625,391.246337890625,-101.91668701171875,52.26513671875,275.2894287109375,458.835693359375,232.9951171875,113.8233642578125
-198.7880859375,57.56982421875,258.89404296875,402.538330078125,-44.16925048828125,56.611328125,223.1090087890625,467.122802734375,253.1024169921875,169.2122802734375
-193.37298583984375,46.2388916015625,228.4771728515625,467.3634033203125,-106.0523681640625,66.685302734375,233.6612548828125,410.4102783203125,310.6473388671875,178.939697265625
-189.78369140625,63.9014892578125,230.36669921875,544.7587890625,-103.572998046875,62.1343994140625,256.151123046875,435.7930908203125,325.439697265625,146.275390625
-163.86590576171875,43.85888671875,229.209228515625,419.4193115234375,-95.92755126953125,60.5601806640625,277.974365234375,460.3343505859375,306.0606689453125,103.0416259765625
-182.00482177734375,66.4749755859375,248.4447021484375,315.307861328125,-34.17108154296875,74.010986328125,253.6650390625,447.121337890625,220.8719482421875,115.510498046875
-208.97882080078125,54.0863037109375,268.338623046875,223.140625,-32.1221923828125,48.0692138671875,265.3785400390625,449.6783447265625,223.929931640625,155.1568603515625
-180.92193603515625,53.064697265625,261.0179443359375,333.7906494140625,-65.1790771484375,49.2381591796875,257.780517578125,448.21240234375,254.817626953125,126.2716064453125
-184.93023681640625,54.7520751953125,234.3787841796875,358.3961181640625,-40.2127685546875,65.3504638671875,237.5364990234375,426.4852294921875,250.14501953125,169.2078857421875
-188.1162109375,64.6422119140625,240.8182373046875,412.9376220703125,-118.1605224609375,66.065673828125,252.6175537109375,441.3677978515625,388.9605712890625,115.6402587890625
-168.021484375,55.359375,301.1456298828125,506.152587890625,-74.99176025390625,51.5201416015625,270.5904541015625,507.0794677734375,295.74462890625,14.4696044921875
-148.25726318359375,56.4354248046875,286.9127197265625,481.9910888671875,-164.79302978515625,45.59423828125,262.626708984375,499.0108642578125,312.294677734375,27.2586669921875
-166.71844482421875,69.3302001953125,250.499267578125,516.8726806640625,-78.16741943359375,71.298828125,267.0543212890625,516.1248779296875,353.385498046875,26.2637939453125
-157.09039306640625,55.5047607421875,268.857421875,464.5709228515625,-102.8922119140625,67.37109375,255.807861328125,501.1148681640625,253.051025390625,35.234375
-177.153076171875,23.8603515625,265.6270751953125,552.752197265625,-56.4100341796875,43.08056640625,277.8370361328125,468.937255859375,263.9298095703125,107.852783203125
-177.7427978515625,50.494873046875,261.70068359375,370.4927978515625,-68.6551513671875,57.7945556640625,270.2667236328125,454.431640625,211.0670166015625,106.540283203125
-157.4346923828125,75.8883056640625,271.0634765625,348.02392578125,-125.472412109375,63.840576171875,285.147216796875,494.34716796875,243.6517333984375,-9.43780517578125
-160.01251220703125,54.7108154296875,278.888916015625,227.0159912109375,-54.69732666015625,51.220458984375,261.2864990234375,500.66015625,231.0318603515625,30.5489501953125
-184.55145263671875,48.601806640625,280.1690673828125,231.1640625,10.5933837890625,41.038330078125,280.989990234375,487.4808349609375,237.367431640625,96.488037109375
-181.55291748046875,44.39599609375,243.762451171875,244.162841796875,-85.77569580078125,65.11572265625,293.982177734375,479.738037109375,292.483642578125,85.3935546875
-184.9290771484375,60.5537109375,266.8243408203125,256.008056640625,-94.53717041015625,75.0125732421875,285.6856689453125,489.566650390625,286.9857177734375,53.8380126953125
-173.08917236328125,67.029296875,302.9893798828125,370.430908203125,-32.195068359375,36.2783203125,265.7489013671875,503.5323486328125,295.720458984375,36.9259033203125
-167.7967529296875,62.1192626953125,229.5389404296875,336.2574462890625,-77.114501953125,83.1331787109375,253.27490234375,478.0552978515625,289.40185546875,84.3917236328125
-188.03863525390625,59.8369140625,252.9296875,302.0380859375,-20.5726318359375,62.5318603515625,274.1285400390625,463.5494384765625,115.21533203125,99.6932373046875
-174.96234130859375,49.34228515625,255.974609375,410.5810546875,-6.2451171875,55.771728515625,254.9644775390625,451.332763671875,188.2388916015625,122.1024169921875
-174.4022216796875,66.8470458984375,295.169189453125,393.9644775390625,1.05645751953125,44.3870849609375,244.1024169921875,507.561767578125,122.530517578125,66.1153564453125
-168.67620849609375,54.0953369140625,259.794677734375,367.41943359375,-37.1629638671875,42.6612548828125,243.8812255859375,472.0528564453125,256.12890625,93.481689453125
-177.57708740234375,45.0653076171875,252.105224609375,373.7178955078125,-99.79632568359375,62.019775390625,261.442138671875,430.252685546875,324.916015625,133.475830078125
-181.676025390625,47.91650390625,255.1204833984375,454.0667724609375,-63.632568359375,51.2923583984375,245.7310791015625,418.0257568359375,254.4300537109375,152.186279296875
-181.0888671875,51.2548828125,248.5272216796875,433.351318359375,-21.10772705078125,43.2847900390625,255.399658203125,447.767578125,183.2650146484375,145.841064453125
-177.63140869140625,57.8199462890625,292.0618896484375,290.6409912109375,24.2529296875,42.9755859375,274.5076904296875,489.419677734375,269.89599609375,60.069091796875
-159.25250244140625,63.9013671875,271.69580078125,494.294921875,-75.0093994140625,60.53369140625,269.5633544921875,465.112060546875,227.1131591796875,46.8203125
-169.27459716796875,68.923095703125,255.321533203125,491.5902099609375,-49.1348876953125,67.115478515625,269.3118896484375,490.62744140625,263.6732177734375,38.8782958984375
-182.4122314453125,43.732421875,274.7994384765625,475.94921875,-41.66314697265625,50.816162109375,261.524658203125,460.3797607421875,277.928466796875,109.6290283203125
-167.89215087890625,53.576171875,292.9781494140625,504.623779296875,-43.500244140625,52.9757080078125,271.270751953125,473.6263427734375,167.2978515625,41.5325927734375
-174.1094970703125,58.84228515625,284.5946044921875,548.852294921875,-31.61236572265625,47.8585205078125,271.994873046875,477.92578125,240.4068603515625,47.4632568359375
-164.780517578125,66.4588623046875,294.144775390625,588.418701171875,-53.082763671875,52.071044921875,255.3291015625,482.6517333984375,291.8839111328125,26.9664306640625
-169.523681640625,69.097412109375,253.6260986328125,573.8345947265625,-42.9183349609375,61.689697265625,270.02685546875,474.4332275390625,265.8677978515625,62.0872802734375
-169.02825927734375,64.7933349609375,244.8262939453125,586.5423583984375,-81.28326416015625,55.1458740234375,255.769287109375,471.417236328125,228.98486328125,84.878173828125
-171.4769287109375,52.873046875,297.667724609375,612.5972900390625,-77.67327880859375,53.46875,266.248779296875,475.1832275390625,222.1630859375,47.92626953125
-165.53228759765625,61.8397216796875,240.2237548828125,668.8363037109375,-53.4163818359375,49.0849609375,241.3472900390625,442.3070068359375,193.85791015625,106.706787109375
-184.0150146484375,45.44580078125,242.2200927734375,611.9681396484375,-76.18597412109375,44.9666748046875,267.63232421875,424.414794921875,236.1168212890625,135.2064208984375
-169.49066162109375,49.5634765625,235.6202392578125,528.537841796875,-84.0885009765625,56.2081298828125,223.7110595703125,420.1507568359375,273.9237060546875,154.853759765625
-178.544189453125,63.6824951171875,276.0687255859375,449.8253173828125,-103.58038330078125,39.187255859375,257.0087890625,473.08740234375,293.7584228515625,95.288330078125
-176.261474609375,55.6490478515625,273.4537353515625,548.436767578125,-21.5587158203125,51.1611328125,269.4794921875,460.854736328125,289.16455078125,82.2574462890625
-206.3436279296875,57.0943603515625,303.9224853515625,655.0919189453125,-9.8128662109375,39.092529296875,270.70263671875,491.1414794921875,233.09521484375,112.60009765625
-185.24017333984375,66.6240234375,301.75341796875,695.4849853515625,49.60400390625,36.405517578125,266.3203125,490.4647216796875,208.1702880859375,72.667724609375
-180.94482421875,69.306884765625,290.6181640625,721.6043701171875,-25.2489013671875,44.818603515625,261.767822265625,454.95068359375,271.9263916015625,54.0291748046875
-185.96563720703125,72.5242919921875,300.5400390625,625.7459716796875,11.72686767578125,44.514404296875,268.185546875,493.366455078125,270.07666015625,52.023193359375
-164.35296630859375,60.554443359375,285.4432373046875,606.41015625,-10.63140869140625,48.962646484375,277.5740966796875,505.7598876953125,92.5755615234375,35.015625
-160.5035400390625,76.985595703125,309.7567138671875,634.0997314453125,-34.11712646484375,53.9013671875,278.334228515625,520.9501953125,153.0546875,-26.6181640625
-179.49981689453125,54.7650146484375,302.5992431640625,679.4483642578125,14.7958984375,41.677490234375,252.1998291015625,444.587158203125,240.168701171875,80.1019287109375
-174.14813232421875,66.8167724609375,259.96142578125,681.3814697265625,-65.396240234375,77.002685546875,246.86865234375,506.4658203125,229.569091796875,49.150634765625
-179.61407470703125,60.68359375,303.4393310546875,604.3563232421875,-85.00006103515625,33.725341796875,266.589111328125,488.6680908203125,186.0458984375,40.421630859375
-166.68145751953125,55.07373046875,254.091064453125,536.80029296875,-54.20782470703125,66.79541015625,254.6920166015625,457.7125244140625,149.179931640625,85.09619140625
-173.97418212890625,63.59423828125,300.9498291015625,496.6923828125,-63.7843017578125,47.064697265625,254.35009765625,486.9288330078125,161.407470703125,69.5712890625
-184.04266357421875,84.8468017578125,259.0648193359375,508.735595703125,52.7408447265625,56.7257080078125,267.3507080078125,463.890869140625,109.4464111328125,78.853759765625
-152.8841552734375,60.436279296875,310.7608642578125,501.6324462890625,27.96533203125,38.5718994140625,278.7928466796875,508.68701171875,141.0673828125,-10.39215087890625
-185.37091064453125,73.8856201171875,285.7177734375,444.6072998046875,-28.76519775390625,61.0146484375,281.766845703125,517.8702392578125,159.0943603515625,11.942138671875
-190.45831298828125,63.46337890625,284.3507080078125,423.0609130859375,-15.89935302734375,59.30126953125,271.2208251953125,492.9478759765625,173.914306640625,63.3056640625
-171.08648681640625,52.4566650390625,252.4521484375,485.15283203125,-40.885498046875,45.168212890625,261.9075927734375,433.013916015625,179.3641357421875,118.1024169921875
-166.30657958984375,57.6959228515625,280.2666015625,523.56689453125,-5.01812744140625,51.3997802734375,257.5809326171875,455.597412109375,145.9910888671875,78.0167236328125
-178.82452392578125,64.4249267578125,265.9190673828125,357.735595703125,-36.05322265625,51.954833984375,252.236572265625,446.750244140625,217.456298828125,90.542724609375
-165.3248291015625,66.7647705078125,248.79736328125,363.508056640625,-34.8087158203125,55.90478515625,249.2530517578125,455.571533203125,240.7474365234375,90.9281005859375
-151.1248779296875,67.3734130859375,262.599609375,300.5272216796875,-80.27294921875,65.509521484375,277.2811279296875,467.0601806640625,199.2158203125,28.3853759765625
-173.10430908203125,60.4102783203125,260.015869140625,298.21826171875,-99.60406494140625,69.3941650390625,254.3704833984375,480.848876953125,325.1317138671875,67.20849609375
