a_Mo,a_Co,a_Cr,a_C,a_Mn,a_Al,C0,a_V,a_Ni,a_Si
482.0582275390625,384.72412109375,278.2894287109375,-167.622802734375,279.633056640625,-106.761962890625,75.1334228515625,563.9127197265625,78.5491943359375,76.5706787109375
535.6705322265625,291.4346923828125,312.0333251953125,-153.2689208984375,320.7525634765625,-163.30322265625,-6.76397705078125,599.7935791015625,84.208740234375,59.2099609375
517.958251953125,136.686279296875,295.83935546875,-145.047119140625,316.26611328125,-89.34893798828125,7.5340576171875,627.80712890625,67.5546875,63.5224609375
488.2657470703125,182.615478515625,306.5025634765625,-139.422607421875,311.546630859375,-124.2630615234375,35.6956787109375,597.945068359375,67.3909912109375,39.9105224609375
555.1568603515625,232.419189453125,325.4822998046875,-157.68682861328125,356.7120361328125,-82.64422607421875,-81.0972900390625,641.779541015625,85.0660400390625,61.130615234375
533.504150390625,192.8892822265625,296.54052734375,-151.87091064453125,315.21337890625,-68.138671875,-34.25408935546875,603.681640625,84.0228271484375,73.1068115234375
475.1190185546875,192.0662841796875,267.40673828125,-156.1859130859375,311.17822265625,-92.9578857421875,88.2861328125,499.8197021484375,60.510986328125,45.779541015625
545.2393798828125,326.728759765625,298.3531494140625,-142.09197998046875,314.038330078125,-64.0538330078125,-25.80621337890625,493.606689453125,88.2562255859375,62.9183349609375
529.786376953125,258.7601318359375,297.3543701171875,-138.3775634765625,351.4140625,-81.3155517578125,-47.03582763671875,359.652099609375,73.7584228515625,49.7125244140625
504.592529296875,276.8804931640625,319.868408203125,-152.86444091796875,274.4967041015625,-94.78125,22.8475341796875,196.9932861328125,67.768310546875,69.445068359375
498.903076171875,240.5791015625,313.890869140625,-136.27838134765625,279.5731201171875,-170.47393798828125,3.40643310546875,80.9730224609375,73.7139892578125,87.5882568359375
540.8629150390625,117.9765625,310.6778564453125,-129.655517578125,316.3507080078125,-119.2210693359375,-56.7890625,102.1922607421875,68.8092041015625,73.412841796875
509.74853515625,83.9561767578125,311.9300537109375,-158.4693603515625,284.263671875,-50.18438720703125,-4.37481689453125,67.290771484375,88.7371826171875,74.52783203125
512.0899658203125,187.7291259765625,282.1121826171875,-137.046875,294.7813720703125,-130.86602783203125,10.98907470703125,141.103271484375,82.5811767578125,72.9315185546875
476.9312744140625,286.24609375,266.5218505859375,-152.5167236328125,291.4578857421875,-171.86724853515625,108.32421875,146.6502685546875,59.97998046875,53.7073974609375
470.085693359375,413.788330078125,310.8055419921875,-170.23876953125,291.953369140625,-136.5101318359375,63.652099609375,210.8204345703125,72.364990234375,64.0966796875
492.26708984375,298.5411376953125,283.8582763671875,-128.84014892578125,269.392578125,-166.40380859375,30.0284423828125,348.9814453125,68.9788818359375,74.176513671875
475.5755615234375,218.2603759765625,295.5,-146.5858154296875,285.692138671875,-81.3568115234375,61.5579833984375,472.8563232421875,79.045166015625,48.03466796875
492.0716552734375,260.2158203125,267.7049560546875,-149.0799560546875,301.9150390625,-185.31488037109375,55.741455078125,607.662109375,70.843994140625,53.138916015625
494.0347900390625,235.7303466796875,275.6051025390625,-136.03387451171875,291.1282958984375,-128.23956298828125,26.3841552734375,622.9324951171875,95.158203125,64.1593017578125
481.6094970703125,266.5001220703125,274.9718017578125,-142.77618408203125,316.3363037109375,-158.988525390625,50.1719970703125,643.8656005859375,80.811279296875,56.3743896484375
454.1612548828125,349.2293701171875,275.198974609375,-179.57904052734375,273.82470703125,-77.89752197265625,140.2818603515625,560.913330078125,72.014404296875,57.926025390625
467.7598876953125,288.32958984375,265.690185546875,-153.74127197265625,304.5579833984375,-166.02996826171875,52.1507568359375,511.6246337890625,68.6002197265625,76.4075927734375
477.686767578125,289.1905517578125,279.8792724609375,-165.24114990234375,301.8201904296875,-87.4625244140625,83.697998046875,619.12353515625,70.3450927734375,55.7430419921875
510.55517578125,325.579345703125,309.559814453125,-146.728759765625,307.614501953125,-97.858154296875,20.17822265625,618.4515380859375,73.4556884765625,38.49072265625
505.2374267578125,255.027587890625,289.9593505859375,-154.0145263671875,286.23583984375,-122.99566650390625,22.5831298828125,565.25634765625,82.4603271484375,75.52392578125
523.7921142578125,287.3255615234375,307.90185546875,-158.83197021484375,282.956298828125,-135.43353271484375,20.1363525390625,579.841796875,79.0181884765625,78.766845703125
504.3277587890625,341.8782958984375,287.2393798828125,-161.24871826171875,312.1466064453125,-134.45843505859375,53.203857421875,637.5494384765625,78.530029296875,46.6795654296875
436.6810302734375,362.8389892578125,267.24267578125,-162.31512451171875,299.6317138671875,-109.20458984375,109.8841552734375,707.43603515625,57.709716796875,57.843994140625
496.6270751953125,350.4615478515625,285.123046875,-174.2138671875,284.8404541015625,-111.984375,69.47412109375,628.8958740234375,85.4112548828125,70.3924560546875
469.998291015625,242.924072265625,295.46923828125,-124.836181640625,278.6536865234375,-154.77264404296875,10.0604248046875,594.3271484375,61.418212890625,67.6419677734375
488.0086669921875,241.58154296875,283.9892578125,-145.32952880859375,280.2701416015625,-136.35986328125,49.851806640625,658.6036376953125,77.8199462890625,63.700927734375
538.486572265625,294.0301513671875,300.064697265625,-149.0936279296875,326.63916015625,-119.462158203125,-56.3944091796875,570.052490234375,98.68994140625,71.0272216796875
546.084716796875,210.3319091796875,312.34765625,-125.8865966796875,326.80615234375,-155.911376953125,-76.8289794921875,425.656005859375,79.9281005859375,67.04345703125
510.2440185546875,241.3970947265625,291.390625,-117.583984375,288.1129150390625,-171.4415283203125,-26.74530029296875,393.248046875,90.0716552734375,55.314208984375
556.6353759765625,134.2381591796875,310.6890869140625,-139.87237548828125,329.4425048828125,-96.213623046875,-76.5072021484375,261.9068603515625,98.05029296875,68.3282470703125
574.8663330078125,108.133056640625,309.5125732421875,-157.8299560546875,335.9483642578125,-92.94268798828125,-55.8984375,45.406005859375,88.0843505859375,79.1749267578125
534.3568115234375,232.084716796875,319.031982421875,-154.22393798828125,316.2886962890625,-105.6981201171875,-50.67767333984375,33.676025390625,111.7542724609375,75.9473876953125
591.00341796875,300.4412841796875,325.7158203125,-109.49053955078125,343.3712158203125,-90.77349853515625,-168.30908203125,100.33544921875,101.311767578125,61.8785400390625
522.12255859375,215.3546142578125,299.533935546875,-116.003662109375,284.619384765625,-161.65386962890625,-32.15716552734375,76.9091796875,71.85888671875,85.9259033203125
494.7840576171875,101.2904052734375,290.9451904296875,-166.4630126953125,294.5723876953125,-88.45684814453125,74.293701171875,106.484130859375,66.391845703125,80.056396484375
524.8614501953125,211.6693115234375,303.17236328125,-176.54022216796875,291.1673583984375,-79.28070068359375,31.8848876953125,159.3304443359375,89.879150390625,75.9532470703125
516.30224609375,164.8978271484375,302.0428466796875,-135.69683837890625,276.4688720703125,-74.354736328125,8.8916015625,263.40771484375,79.0538330078125,67.0076904296875
501.90234375,213.5015869140625,289.7930908203125,-131.013916015625,310.9351806640625,-113.46307373046875,-44.1131591796875,160.766357421875,89.5498046875,70.453369140625
518.16455078125,263.7618408203125,285.6363525390625,-149.5775146484375,285.8558349609375,-96.3206787109375,2.38623046875,25.1722412109375,102.7755126953125,81.18212890625
532.8818359375,152.2586669921875,306.984130859375,-149.75518798828125,310.12109375,-119.1590576171875,-30.3828125,103.2115478515625,101.4759521484375,81.500732421875
536.716552734375,341.2137451171875,299.3829345703125,-172.14129638671875,286.4808349609375,-61.67242431640625,41.336669921875,86.467529296875,97.6807861328125,67.2979736328125
494.717041015625,183.0811767578125,293.5072021484375,-147.44659423828125,283.576416015625,-118.48382568359375,25.69482421875,99.4993896484375,83.4158935546875,88.5216064453125
492.74560546875,127.0521240234375,296.1329345703125,-150.33428955078125,300.6441650390625,-65.5299072265625,21.1591796875,156.083251953125,76.2559814453125,71.2996826171875
505.5067138671875,147.9266357421875,305.2230224609375,-157.305419921875,277.9610595703125,-102.3162841796875,26.38037109375,198.1767578125,77.642333984375,86.3367919921875
559.3477783203125,143.2918701171875,299.4130859375,-139.5904541015625,340.529052734375,-106.110595703125,-87.38629150390625,133.1805419921875,95.9427490234375,76.552001953125
545.1121826171875,272.89453125,325.2066650390625,-140.4345703125,312.0302734375,-114.076904296875,-98.0029296875,89.0064697265625,101.9996337890625,84.1307373046875
563.6195068359375,272.269775390625,307.0155029296875,-134.72607421875,366.9151611328125,-103.06793212890625,-106.7724609375,115.887939453125,92.6141357421875,61.1419677734375
514.5877685546875,260.27783203125,302.3060302734375,-143.5185546875,307.4798583984375,-163.93572998046875,-17.31243896484375,185.05908203125,75.9530029296875,72.7093505859375
483.802490234375,333.521728515625,303.8785400390625,-176.2833251953125,279.001220703125,-103.349609375,99.107421875,159.322509765625,70.0430908203125,58.647216796875
488.896240234375,297.7332763671875,269.076171875,-153.2841796875,290.3316650390625,-107.77349853515625,69.3968505859375,171.8427734375,81.0079345703125,62.5072021484375
490.0206298828125,339.7232666015625,290.0216064453125,-154.67645263671875,296.716796875,-80.94354248046875,32.5457763671875,121.0556640625,89.1728515625,71.6141357421875
486.101318359375,304.342529296875,279.2281494140625,-168.05908203125,305.808349609375,-152.17010498046875,46.1175537109375,284.34130859375,93.556640625,78.633544921875
499.0384521484375,331.438720703125,300.22900390625,-179.83734130859375,262.5069580078125,-114.2562255859375,76.458740234375,317.356201171875,81.404541015625,72.5697021484375
501.9627685546875,268.0098876953125,299.6817626953125,-149.5450439453125,301.3282470703125,-48.53973388671875,10.7623291015625,346.830810546875,82.3795166015625,70.56591796875
564.3035888671875,267.009521484375,314.0445556640625,-158.6162109375,318.8480224609375,-115.87030029296875,-21.66375732421875,308.082763671875,83.8790283203125,74.2420654296875
497.4371337890625,302.917724609375,299.685791015625,-172.39556884765625,283.3033447265625,-94.67919921875,88.3109130859375,351.86328125,75.9805908203125,52.9278564453125
505.6649169921875,237.9324951171875,302.3594970703125,-153.8790283203125,330.666015625,-46.73748779296875,11.023193359375,262.461669921875,65.6328125,52.07568359375
462.776611328125,199.7315673828125,297.1685791015625,-165.54022216796875,252.06103515625,-90.39263916015625,80.6590576171875,241.372802734375,83.10107421875,81.8060302734375
498.982177734375,188.832275390625,287.867431640625,-164.7254638671875,306.6519775390625,-170.61328125,37.3685302734375,294.5455322265625,87.4635009765625,73.87158203125
518.1156005859375,169.166748046875,291.0792236328125,-159.45001220703125,318.5013427734375,-58.71075439453125,1.80267333984375,338.688720703125,78.7388916015625,60.481201171875
554.6138916015625,216.5501708984375,288.0711669921875,-123.9974365234375,339.4556884765625,-142.3133544921875,-53.0938720703125,226.0926513671875,82.8345947265625,55.2286376953125
508.9722900390625,122.8001708984375,308.479248046875,-143.18231201171875,299.18603515625,-89.675048828125,-24.1475830078125,302.126708984375,91.919921875,77.526611328125
470.233642578125,139.2034912109375,275.0596923828125,-128.2421875,278.701904296875,-93.5133056640625,23.53143310546875,252.2635498046875,77.8065185546875,77.2950439453125
552.263427734375,186.039306640625,287.9498291015625,-155.236328125,309.269775390625,-49.16253662109375,-9.6812744140625,299.9134521484375,91.3299560546875,66.37158203125
471.6588134765625,215.5826416015625,283.808837890625,-161.5130615234375,286.0155029296875,-96.38873291015625,95.300048828125,267.39208984375,80.9207763671875,48.2081298828125
478.6568603515625,195.7108154296875,311.5130615234375,-145.78704833984375,300.4296875,-148.767822265625,22.1058349609375,337.725341796875,66.7802734375,64.03515625
489.8321533203125,247.0894775390625,287.7464599609375,-155.2935791015625,270.0001220703125,-124.724365234375,42.4388427734375,333.8602294921875,87.20654296875,86.93505859375
478.458251953125,213.1815185546875,283.1632080078125,-139.024658203125,291.5062255859375,-122.0924072265625,31.3021240234375,507.3818359375,75.8848876953125,60.8515625
466.3343505859375,252.660400390625,265.6212158203125,-139.9805908203125,307.9390869140625,-184.27874755859375,64.7701416015625,588.73876953125,76.0673828125,50.5906982421875
482.0054931640625,237.191162109375,282.9930419921875,-159.1533203125,302.1201171875,-76.9283447265625,49.3013916015625,548.94287109375,83.4742431640625,66.8206787109375
523.13525390625,318.052490234375,302.455078125,-143.68145751953125,323.9193115234375,-180.76873779296875,8.2000732421875,522.129150390625,86.458251953125,46.767822265625
