a_C,a_Mo,a_Mn,a_V,a_Ni,a_Al,a_Si,a_Cr,C0,a_Co
161.8851318359375,478.98980712890625,304.27691650390625,255.4501953125,76.40521240234375,-180.01708984375,57.86541748046875,250.7664794921875,7.8695068359375,415.82989501953125
154.7410888671875,462.28253173828125,316.57159423828125,342.88385009765625,48.82537841796875,-114.559326171875,54.50042724609375,257.7110595703125,37.2315673828125,325.586181640625
163.8526611328125,478.46502685546875,305.90594482421875,482.4200439453125,78.4310302734375,-147.5892333984375,51.79925537109375,257.29461669921875,0.0701904296875,275.9862060546875
145.40771484375,496.15203857421875,323.9295654296875,433.973388671875,70.21771240234375,-131.06298828125,43.78369140625,275.1072998046875,2.19873046875,395.65069580078125
166.38580322265625,467.69537353515625,285.0257568359375,440.116455078125,66.48248291015625,-183.420166015625,66.61517333984375,258.869873046875,10.69873046875,373.42840576171875
133.29595947265625,483.2567138671875,289.1875,627.0408935546875,69.3251953125,-54.8157958984375,58.25494384765625,278.27813720703125,25.3695068359375,371.71258544921875
150.6007080078125,491.5819091796875,329.66351318359375,465.2987060546875,70.09466552734375,-100.468994140625,65.45257568359375,249.75823974609375,5.0013427734375,207.87078857421875
139.34228515625,451.01898193359375,283.07977294921875,311.3746337890625,51.0230712890625,-192.96533203125,49.89642333984375,275.16876220703125,89.077880859375,328.58056640625
151.57867431640625,480.5516357421875,269.837158203125,319.39154052734375,81.11871337890625,-90.6541748046875,48.169677734375,278.46038818359375,22.7562255859375,511.820068359375
156.187744140625,466.66558837890625,260.31243896484375,84.00030517578125,80.71392822265625,-124.7041015625,79.72552490234375,257.31915283203125,43.4801025390625,343.44171142578125
144.47528076171875,521.2620849609375,308.88653564453125,314.3724365234375,65.511962890625,-148.3416748046875,65.83978271484375,244.65081787109375,13.2476806640625,258.58697509765625
137.34814453125,500.77081298828125,279.46038818359375,251.78277587890625,63.16986083984375,-162.9691162109375,60.36407470703125,276.1871337890625,45.65771484375,341.40692138671875
168.95166015625,470.276611328125,301.35113525390625,341.39215087890625,54.71795654296875,-202.49169921875,62.82464599609375,255.0579833984375,18.652587890625,440.30389404296875
161.349853515625,497.1263427734375,305.99993896484375,383.2965087890625,59.32489013671875,-123.5999755859375,62.86529541015625,257.32293701171875,28.611328125,419.29412841796875
131.312255859375,483.5997314453125,298.1224365234375,447.333740234375,68.4022216796875,-43.5604248046875,69.7847900390625,256.22332763671875,40.7825927734375,293.88946533203125
160.55535888671875,477.51055908203125,285.34552001953125,378.0477294921875,69.9727783203125,-82.3946533203125,51.11346435546875,281.26385498046875,2.7548828125,307.7908935546875
149.850341796875,503.4041442871094,292.175537109375,484.24786376953125,68.4053955078125,-131.65576171875,71.658935546875,266.5369873046875,0.9837646484375,386.156494140625
134.3502197265625,464.13671875,249.514404296875,575.7900390625,65.78411865234375,-103.5892333984375,74.3985595703125,279.22723388671875,55.0816650390625,339.28533935546875
151.6612548828125,446.1282958984375,284.23773193359375,543.5450439453125,60.21697998046875,-191.970703125,60.83905029296875,271.69384765625,40.6396484375,410.2138671875
169.61737060546875,472.7706298828125,277.1168212890625,605.023681640625,63.20904541015625,-158.1558837890625,60.59942626953125,259.017333984375,0.2110595703125,390.1187744140625
151.650390625,476.3211669921875,304.8167724609375,622.57080078125,67.89410400390625,-229.510498046875,61.2967529296875,262.51043701171875,6.408935546875,498.0681457519531
173.09161376953125,484.63275146484375,303.8505859375,706.089111328125,56.99786376953125,-144.664794921875,56.90509033203125,259.76361083984375,0.303466796875,369.64373779296875
141.84844970703125,514.0283203125,329.93701171875,323.10009765625,78.89459228515625,-78.4969482421875,51.47222900390625,265.48779296875,6.331787109375,324.13470458984375
154.31103515625,464.2393798828125,285.66973876953125,392.13018798828125,55.10357666015625,-196.4195556640625,59.10565185546875,263.96112060546875,64.746826171875,380.78741455078125
153.4151611328125,465.18658447265625,244.1676025390625,421.35369873046875,47.34478759765625,-149.59130859375,74.80450439453125,255.2174072265625,105.734375,424.4793701171875
158.049560546875,479.13409423828125,312.33673095703125,198.9962158203125,70.2239990234375,-129.6875,48.7496337890625,279.75347900390625,1.62841796875,310.733154296875
146.07196044921875,500.6748046875,269.9610595703125,-33.2578125,58.863525390625,-96.8946533203125,85.8370361328125,268.52813720703125,61.93505859375,329.7860107421875
140.8887939453125,490.95428466796875,270.85955810546875,97.85015869140625,45.67095947265625,-167.0906982421875,55.97509765625,244.95648193359375,96.5924072265625,530.2415771484375
126.42694091796875,475.6951904296875,284.7049560546875,344.4066162109375,55.0736083984375,-103.655517578125,66.08099365234375,292.05511474609375,56.3134765625,315.83978271484375
172.31390380859375,501.0104064941406,268.90179443359375,324.37054443359375,50.552734375,-144.370361328125,57.67230224609375,252.4547119140625,58.926513671875,302.06640625
162.93878173828125,473.36724853515625,244.7286376953125,300.31134033203125,64.04254150390625,-203.0228271484375,89.76531982421875,266.87579345703125,24.593017578125,363.7320556640625
147.7396240234375,480.5361328125,342.8294677734375,514.3829345703125,59.73712158203125,-31.1854248046875,39.61859130859375,243.897705078125,36.104736328125,281.18133544921875
140.49853515625,481.935791015625,337.304443359375,264.54034423828125,69.52337646484375,-82.2789306640625,56.11383056640625,238.540283203125,38.0384521484375,343.68896484375
164.61517333984375,486.55523681640625,250.50103759765625,295.75640869140625,72.757568359375,-104.3419189453125,75.44830322265625,240.29876708984375,57.7447509765625,327.81427001953125
160.04217529296875,490.5206604003906,328.239013671875,328.6112060546875,60.31011962890625,-144.6702880859375,38.76983642578125,283.79364013671875,1.0126953125,335.95635986328125
163.51055908203125,467.46502685546875,300.0322265625,564.7926025390625,66.459228515625,-169.6397705078125,69.83282470703125,254.45477294921875,5.3831787109375,440.8214111328125
152.03533935546875,457.81768798828125,297.94342041015625,374.44744873046875,83.3043212890625,-152.8072509765625,80.40972900390625,260.5013427734375,19.0958251953125,398.58782958984375
169.66546630859375,479.53155517578125,284.4920654296875,238.14715576171875,49.58306884765625,-155.3187255859375,65.45428466796875,249.21588134765625,65.8807373046875,415.265869140625
166.41082763671875,464.1884765625,290.403076171875,112.6826171875,60.74853515625,-153.5701904296875,79.59112548828125,279.1942138671875,0.8912353515625,301.07049560546875
194.19989013671875,476.9481201171875,254.8321533203125,-153.22607421875,58.06097412109375,-199.3017578125,80.8487548828125,258.66552734375,0.1221923828125,515.52783203125
147.24725341796875,497.8318786621094,303.372802734375,-50.1602783203125,74.05126953125,-191.43896484375,66.81951904296875,250.77056884765625,42.228271484375,318.20367431640625
149.04315185546875,520.5562744140625,296.24609375,18.8179931640625,74.61505126953125,-71.399658203125,80.2449951171875,267.443359375,5.867431640625,207.33233642578125
171.81719970703125,479.83746337890625,294.37591552734375,208.9432373046875,60.870849609375,-23.3409423828125,56.63861083984375,258.2803955078125,25.9189453125,123.32684326171875
154.84564208984375,449.82427978515625,304.16815185546875,356.78228759765625,64.930908203125,-120.3712158203125,49.8426513671875,258.223388671875,33.6927490234375,306.062744140625
152.2178955078125,474.86590576171875,273.7862548828125,306.50457763671875,66.71148681640625,-157.038330078125,76.50860595703125,242.90972900390625,49.184814453125,310.27191162109375
152.7733154296875,496.41375732421875,271.23760986328125,362.14453125,61.52471923828125,-119.58349609375,76.83587646484375,266.74212646484375,9.1375732421875,431.285888671875
157.81640625,501.8337707519531,272.113525390625,528.336181640625,64.86346435546875,-56.0289306640625,81.19451904296875,251.80413818359375,20.2635498046875,298.2342529296875
142.203369140625,468.89013671875,323.54248046875,501.8497314453125,71.4990234375,-33.7674560546875,55.8551025390625,235.55853271484375,40.3477783203125,310.69586181640625
161.93505859375,493.0607604980469,275.32366943359375,369.03924560546875,75.9619140625,-113.5355224609375,75.3099365234375,249.75823974609375,5.1595458984375,412.35052490234375
170.56939697265625,462.87139892578125,282.80517578125,341.97216796875,70.026123046875,-121.8145751953125,71.14117431640625,247.5428466796875,19.11669921875,380.34918212890625
166.99298095703125,478.9466552734375,303.84515380859375,103.962646484375,73.68341064453125,-88.040771484375,55.5789794921875,247.64129638671875,13.4608154296875,314.8607177734375
167.467041015625,470.7490234375,310.06689453125,478.68829345703125,66.0965576171875,-127.6038818359375,51.37371826171875,243.36083984375,10.4473876953125,467.69427490234375
182.55596923828125,484.5111083984375,288.479736328125,515.634033203125,71.20391845703125,-142.9425048828125,61.4312744140625,243.34246826171875,4.39013671875,328.15625
151.628662109375,453.114501953125,264.5479736328125,455.35321044921875,68.24786376953125,-81.2177734375,68.40484619140625,250.694091796875,47.6214599609375,289.834716796875
161.5174560546875,483.38531494140625,279.6005859375,725.2342529296875,60.032470703125,-133.3873291015625,60.56683349609375,271.45831298828125,1.8948974609375,363.91436767578125
170.287109375,505.9186706542969,306.78033447265625,776.45703125,53.279052734375,-106.1715087890625,52.3280029296875,251.0577392578125,4.56591796875,322.954345703125
127.017822265625,460.36297607421875,283.50830078125,697.688232421875,53.9971923828125,-120.1849365234375,63.470458984375,276.85650634765625,80.5107421875,416.12518310546875
149.35638427734375,466.39849853515625,279.44940185546875,569.5274658203125,44.31689453125,-48.64599609375,47.559326171875,251.15771484375,97.6331787109375,382.00726318359375
161.575439453125,485.4710693359375,273.03887939453125,442.15826416015625,51.108154296875,-164.6795654296875,65.747314453125,256.706298828125,39.36376953125,364.170654296875
155.837890625,496.6009826660156,329.7227783203125,546.7183227539062,64.04302978515625,-135.0045166015625,61.04168701171875,240.36956787109375,24.9837646484375,367.7958984375
142.885009765625,474.57904052734375,306.42572021484375,497.8954772949219,82.14892578125,-47.408203125,57.7445068359375,255.20257568359375,24.30322265625,384.633056640625
165.54290771484375,490.0575256347656,288.15655517578125,511.2911682128906,65.40130615234375,-137.173828125,67.095703125,244.3702392578125,12.156494140625,324.51959228515625
141.11846923828125,496.6464538574219,329.1795654296875,516.49609375,64.81390380859375,-92.9527587890625,41.7413330078125,274.0548095703125,12.9031982421875,282.44573974609375
144.5323486328125,497.1815490722656,301.18280029296875,508.0321044921875,66.72015380859375,-100.9368896484375,64.271240234375,284.0830078125,10.69189453125,343.64166259765625
134.53973388671875,461.955322265625,267.04193115234375,380.93023681640625,61.8597412109375,-115.6943359375,67.8233642578125,254.8101806640625,92.6453857421875,344.7333984375
136.32208251953125,475.7933349609375,300.9039306640625,-5.47491455078125,70.9339599609375,-73.318115234375,57.95770263671875,266.91717529296875,42.7335205078125,409.73333740234375
145.5128173828125,460.7255859375,314.50177001953125,279.7808837890625,74.89117431640625,-23.26739501953125,48.10418701171875,266.81915283203125,38.32958984375,267.48291015625
165.36871337890625,500.88348388671875,287.29779052734375,406.31597900390625,65.97039794921875,-64.9893798828125,62.23492431640625,253.77667236328125,3.7242431640625,321.83795166015625
154.352783203125,510.96826171875,290.24017333984375,327.6624755859375,61.7322998046875,-135.7767333984375,63.853759765625,260.94171142578125,26.1285400390625,381.42462158203125
158.1829833984375,477.0013427734375,281.57427978515625,197.531005859375,70.0838623046875,-196.8890380859375,64.83392333984375,275.0670166015625,20.3665771484375,453.05120849609375
153.3104248046875,477.33941650390625,279.4844970703125,365.26617431640625,61.475341796875,-130.4205322265625,56.3477783203125,260.43878173828125,55.2120361328125,355.73724365234375
