a_0,b_1,b_0
215.85382080078125,1.1328221559524536,-1097.27734375
138.63906860351562,1.088530421257019,-1097.607666015625
96.9917221069336,0.72300785779953,-1110.7449951171875
44.38214111328125,0.8616251945495605,-1103.0521240234375
103.27171325683594,0.3714567720890045,-1097.14599609375
111.93922424316406,0.6003215909004211,-1109.13427734375
226.33099365234375,1.3722116947174072,-1105.526123046875
308.3055725097656,0.8319077491760254,-1108.0650634765625
303.1246643066406,0.9407094717025757,-1099.59033203125
239.63589477539062,1.4584623575210571,-1117.056396484375
234.38671875,0.5752610564231873,-1085.85302734375
213.09378051757812,0.8226198554039001,-1106.278564453125
132.01739501953125,1.0462651252746582,-1089.08447265625
85.45073699951172,0.9147980809211731,-1094.3575439453125
90.78189086914062,0.8718862533569336,-1087.535888671875
98.94717407226562,1.3048332929611206,-1108.285400390625
127.39940643310547,0.8262630701065063,-1106.7222900390625
63.072025299072266,0.7972460389137268,-1110.05517578125
84.44398498535156,0.8269025087356567,-1104.4285888671875
181.57537841796875,0.7798689007759094,-1092.94970703125
140.83444213867188,0.7867873311042786,-1111.2806396484375
121.152587890625,0.7055109739303589,-1104.867919921875
192.17726135253906,0.8636602163314819,-1097.3536376953125
206.51307678222656,0.7215079069137573,-1114.190185546875
152.15357971191406,1.0833840370178223,-1103.3377685546875
189.21310424804688,0.9448803067207336,-1115.55419921875
176.04794311523438,0.7319808602333069,-1091.056396484375
156.9591827392578,0.1503307819366455,-1093.755859375
185.34632873535156,1.0019570589065552,-1096.005615234375
171.8450927734375,0.7224705815315247,-1095.6435546875
186.3958740234375,0.8804845809936523,-1105.83447265625
235.3818359375,0.5161303877830505,-1109.82470703125
210.666015625,0.6514376997947693,-1090.590087890625
120.99959564208984,0.7553422451019287,-1107.3902587890625
148.92404174804688,0.7266643643379211,-1097.602294921875
118.90260314941406,1.3592815399169922,-1106.5
148.98829650878906,1.402551531791687,-1107.93994140625
100.62410736083984,0.6642773747444153,-1105.724365234375
69.34618377685547,0.8011403679847717,-1104.4464111328125
25.766340255737305,0.9617663621902466,-1097.783203125
29.53177261352539,0.8838473558425903,-1082.7681884765625
112.66886901855469,0.569636881351471,-1095.0711669921875
101.70855712890625,0.5529802441596985,-1114.425048828125
160.00888061523438,0.7697851061820984,-1098.3834228515625
70.26505279541016,1.0170087814331055,-1096.6453857421875
170.2888641357422,1.0546385049819946,-1121.49267578125
165.9711151123047,0.6120054721832275,-1101.48828125
185.7194061279297,1.1295148134231567,-1090.8018798828125
158.79690551757812,1.033168077468872,-1106.53173828125
252.66722106933594,0.8486199975013733,-1081.12939453125
188.37693786621094,1.2766779661178589,-1104.32080078125
163.46334838867188,0.2866325378417969,-1087.477294921875
119.60496520996094,0.5147418975830078,-1107.166259765625
109.0856704711914,0.6905344128608704,-1110.002685546875
156.5629119873047,1.1360678672790527,-1108.045166015625
123.10655975341797,0.959621787071228,-1100.808349609375
97.98430633544922,0.7090245485305786,-1113.23876953125
146.5713653564453,0.7323962450027466,-1108.3170166015625
144.52166748046875,1.1256238222122192,-1112.9798583984375
