a_C,a_V,a_Ni,a_Mn,a_Si,a_Al,C0,a_Cr,a_Mo,a_Co
-192.474365234375,319.4649658203125,61.447021484375,239.6522216796875,61.6995849609375,-95.123291015625,163.769775390625,246.0589599609375,433.874755859375,220.8116455078125
-183.341064453125,415.0079345703125,50.0174560546875,263.364990234375,44.1551513671875,-96.7750244140625,118.5677490234375,254.400390625,436.19921875,236.15283203125
-165.69775390625,446.560546875,58.78271484375,267.6297607421875,53.60205078125,-107.218994140625,62.8157958984375,233.861328125,481.9395751953125,213.744384765625
-192.4593505859375,433.7362060546875,63.968994140625,240.8016357421875,68.2574462890625,-70.2213134765625,116.802978515625,247.1370849609375,461.5213623046875,260.853759765625
-208.96380615234375,420.04931640625,42.3428955078125,230.6749267578125,61.00048828125,-110.010986328125,170.2579345703125,273.2249755859375,462.8262939453125,251.990966796875
-183.44439697265625,491.44140625,50.46826171875,284.18994140625,55.6280517578125,-69.4437255859375,92.3812255859375,265.4490966796875,459.991943359375,138.755615234375
-180.469970703125,410.5162353515625,68.1241455078125,280.3367919921875,50.8721923828125,-81.032958984375,56.319580078125,267.22216796875,509.5322265625,235.23046875
-190.114990234375,385.8260498046875,63.9713134765625,276.9151611328125,52.9739990234375,-62.1988525390625,78.1134033203125,256.4256591796875,493.751220703125,208.9677734375
-159.53271484375,422.1629638671875,42.348388671875,329.72314453125,29.0654296875,-63.47454833984375,3.55279541015625,286.4869384765625,499.815673828125,202.80810546875
-156.01153564453125,345.6395263671875,66.001220703125,296.4931640625,62.6651611328125,-145.38018798828125,-53.1036376953125,286.373291015625,569.1427001953125,243.9549560546875
-181.89617919921875,292.501220703125,55.1673583984375,294.5360107421875,56.784912109375,-37.58380126953125,62.3466796875,247.02880859375,485.8123779296875,233.953125
-164.413330078125,329.1767578125,43.439208984375,265.272216796875,59.287353515625,-103.05792236328125,101.2716064453125,246.3173828125,453.526611328125,241.659423828125
-178.1204833984375,531.8074951171875,38.6368408203125,244.5635986328125,50.4688720703125,-134.9964599609375,162.9757080078125,232.25390625,430.9129638671875,271.1397705078125
-187.82562255859375,371.89990234375,51.044677734375,246.284912109375,67.92431640625,-82.46392822265625,99.6014404296875,280.37109375,483.2374267578125,172.2266845703125
-183.34710693359375,398.580810546875,58.9720458984375,283.617431640625,63.0091552734375,-57.6270751953125,69.3265380859375,253.546630859375,511.4783935546875,192.1356201171875
-185.70904541015625,346.521484375,58.1226806640625,292.2437744140625,54.218994140625,-61.71954345703125,82.3037109375,271.400146484375,481.4453125,239.274169921875
-139.18975830078125,374.301513671875,60.122314453125,309.739013671875,49.724853515625,-80.31573486328125,-59.97052001953125,287.4727783203125,539.857666015625,253.5186767578125
-159.81036376953125,289.149658203125,79.0809326171875,310.4307861328125,71.52001953125,-90.358154296875,-65.5081787109375,265.93017578125,570.4459228515625,210.040771484375
-154.63677978515625,338.4482421875,68.2808837890625,301.484130859375,59.17431640625,-112.7281494140625,-44.0496826171875,287.3662109375,567.388427734375,209.3651123046875
-166.54681396484375,289.4991455078125,61.5992431640625,300.4556884765625,58.813720703125,-109.10345458984375,-7.1239013671875,277.29931640625,530.8880615234375,285.9801025390625
-198.27264404296875,312.8687744140625,50.8980712890625,267.1968994140625,49.915771484375,-100.80572509765625,96.2833251953125,286.4296875,474.585693359375,338.8826904296875
-162.93414306640625,188.6575927734375,61.6563720703125,272.28662109375,64.777099609375,-176.00311279296875,8.4588623046875,273.1153564453125,518.73828125,304.4459228515625
-182.46044921875,249.56591796875,57.95556640625,261.33349609375,46.5419921875,-158.05029296875,97.5648193359375,254.0985107421875,531.6864013671875,377.4161376953125
-152.76776123046875,173.4466552734375,63.743408203125,292.2723388671875,56.933837890625,-70.53155517578125,-11.7703857421875,266.693603515625,525.42138671875,307.8609619140625
-184.06427001953125,273.779052734375,50.7059326171875,250.2886962890625,76.8408203125,-136.474609375,99.73291015625,260.029541015625,467.7529296875,255.47607421875
-167.93310546875,250.4842529296875,52.1339111328125,262.9066162109375,63.8426513671875,-127.49102783203125,89.856689453125,252.833740234375,469.9666748046875,234.3409423828125
-160.16021728515625,249.5574951171875,58.3145751953125,249.49658203125,53.95263671875,-164.8609619140625,82.5987548828125,245.9095458984375,480.271728515625,311.171630859375
-170.6849365234375,166.8109130859375,72.1641845703125,261.657958984375,60.6754150390625,-143.9632568359375,66.89208984375,245.005126953125,479.00537109375,385.8236083984375
-172.84136962890625,93.68994140625,52.179443359375,241.8602294921875,65.165283203125,-110.58587646484375,114.20947265625,248.708984375,502.435546875,369.0238037109375
-196.3712158203125,209.7586669921875,57.730712890625,260.4781494140625,51.7813720703125,-143.87359619140625,118.4395751953125,263.3187255859375,490.62451171875,408.15576171875
-188.0916748046875,312.9671630859375,61.3739013671875,283.4305419921875,59.0179443359375,-121.5677490234375,102.396240234375,238.8092041015625,453.966064453125,285.9676513671875
-146.57159423828125,257.6505126953125,60.535400390625,255.6102294921875,71.7188720703125,-144.57830810546875,8.11102294921875,270.700927734375,500.9730224609375,298.5872802734375
-179.8038330078125,119.010498046875,77.4105224609375,289.648193359375,61.2200927734375,-44.3497314453125,4.20257568359375,265.3663330078125,540.0601806640625,173.0509033203125
-208.78094482421875,244.6812744140625,56.6138916015625,299.0694580078125,53.3228759765625,-73.0943603515625,83.39013671875,285.5301513671875,497.15185546875,172.6844482421875
-182.49859619140625,339.4376220703125,46.8963623046875,273.56396484375,46.48779296875,1.9383544921875,117.24658203125,265.4732666015625,456.6846923828125,116.552734375
-177.6571044921875,268.239990234375,62.797607421875,277.4853515625,62.6376953125,-47.29730224609375,55.9437255859375,265.0953369140625,506.6097412109375,153.9036865234375
-174.45330810546875,247.894287109375,34.5780029296875,260.311279296875,39.62841796875,-69.33538818359375,140.04443359375,251.59521484375,428.5478515625,160.029052734375
-205.3311767578125,273.257568359375,45.3023681640625,253.340576171875,49.6112060546875,-68.43670654296875,157.4942626953125,265.472900390625,477.6578369140625,185.532958984375
-174.909423828125,332.113525390625,52.3330078125,249.1658935546875,50.54541015625,-125.2493896484375,135.139892578125,244.7843017578125,464.2027587890625,264.595458984375
-172.76995849609375,293.587646484375,58.184814453125,280.0791015625,54.1748046875,-100.64532470703125,57.616455078125,269.864501953125,469.3575439453125,295.6082763671875
-206.88140869140625,247.092529296875,41.328857421875,259.3707275390625,65.78271484375,-134.961669921875,152.2127685546875,264.99169921875,472.125,215.055908203125
-172.83837890625,193.22119140625,71.591552734375,262.634521484375,68.85498046875,-138.327880859375,109.9130859375,226.443359375,462.24267578125,233.2225341796875
-205.27392578125,229.1480712890625,66.9896240234375,262.3955078125,71.6710205078125,-109.50775146484375,93.7642822265625,281.059326171875,480.2677001953125,156.77490234375
-177.92822265625,176.6197509765625,56.3458251953125,246.8284912109375,81.6375732421875,-116.9769287109375,111.703125,249.27587890625,441.0604248046875,199.63720703125
-171.5264892578125,256.6502685546875,53.6788330078125,280.9576416015625,63.711669921875,-67.97894287109375,91.4110107421875,243.438720703125,485.0899658203125,167.9017333984375
-161.90960693359375,285.128662109375,73.5313720703125,296.0888671875,53.427978515625,-85.24072265625,17.8533935546875,242.6685791015625,500.3343505859375,175.284912109375
-176.48681640625,380.381591796875,57.4835205078125,294.3956298828125,57.1937255859375,-58.69219970703125,54.1866455078125,270.6326904296875,481.465576171875,88.3052978515625
-179.9410400390625,247.139892578125,49.1513671875,250.2061767578125,67.859375,-46.0992431640625,117.4200439453125,257.6148681640625,454.1214599609375,13.57745361328125
-167.47283935546875,250.3458251953125,46.107666015625,223.575439453125,73.4705810546875,-123.55499267578125,103.882568359375,250.3658447265625,473.3892822265625,113.146484375
-197.91485595703125,270.7344970703125,66.9827880859375,254.9664306640625,66.25341796875,-21.56280517578125,60.3919677734375,287.3978271484375,509.9305419921875,171.25244140625
-200.78985595703125,253.7911376953125,59.0115966796875,258.6329345703125,43.9793701171875,-94.01287841796875,153.810791015625,261.145751953125,455.7171630859375,122.2825927734375
-185.5023193359375,194.6640625,54.9437255859375,291.619384765625,50.74072265625,-76.5599365234375,98.5120849609375,251.93603515625,435.1644287109375,176.7384033203125
-197.791015625,136.6724853515625,40.2227783203125,247.829345703125,56.4571533203125,-7.93035888671875,154.3892822265625,260.3076171875,452.86083984375,173.1002197265625
-178.26416015625,170.672607421875,59.143798828125,298.3419189453125,51.4493408203125,-73.273193359375,76.8919677734375,252.044189453125,493.100341796875,250.9796142578125
-167.3858642578125,149.209716796875,54.3057861328125,264.7930908203125,71.5125732421875,-78.1876220703125,73.0618896484375,242.3079833984375,479.681640625,137.3011474609375
-145.9742431640625,1.18170166015625,62.1885986328125,264.2508544921875,69.5263671875,-133.6055908203125,-13.8280029296875,276.896484375,523.4755859375,337.035888671875
-186.0670166015625,60.01416015625,44.710693359375,250.4256591796875,65.87255859375,-114.4486083984375,149.7828369140625,244.4798583984375,464.87890625,348.0697021484375
-157.86444091796875,114.954833984375,31.9691162109375,252.622314453125,65.31591796875,-170.14654541015625,99.1268310546875,243.3372802734375,467.798828125,327.2100830078125
-162.99884033203125,10.62738037109375,62.2271728515625,249.5604248046875,70.4217529296875,-108.59710693359375,72.508544921875,253.8126220703125,477.1934814453125,238.2059326171875
-194.495849609375,96.034912109375,59.3546142578125,265.8431396484375,62.7542724609375,-107.293212890625,101.0050048828125,261.272705078125,483.669921875,275.868896484375
-189.69769287109375,153.197021484375,61.15869140625,271.844482421875,69.4251708984375,-135.66064453125,68.45361328125,264.2059326171875,496.2567138671875,242.66357421875
-178.7254638671875,264.47509765625,51.4410400390625,259.6527099609375,59.684814453125,-111.06689453125,86.6312255859375,274.4869384765625,461.97412109375,378.70849609375
-156.564453125,286.9796142578125,62.7340087890625,263.8680419921875,70.280517578125,-174.66546630859375,88.0341796875,231.8026123046875,454.0919189453125,343.5494384765625
-170.76068115234375,138.6229248046875,56.7852783203125,303.79931640625,49.352783203125,-128.63006591796875,31.328857421875,270.6134033203125,501.408203125,252.6676025390625
-163.68438720703125,236.780029296875,68.5648193359375,260.67919921875,61.3798828125,-100.86602783203125,83.966796875,248.8114013671875,471.07275390625,273.4066162109375
-187.4942626953125,426.3758544921875,51.529541015625,270.208251953125,51.2962646484375,-98.92926025390625,109.4261474609375,261.9842529296875,470.6268310546875,261.6173095703125
-163.2950439453125,310.3756103515625,38.690673828125,291.8828125,35.4320068359375,-103.309814453125,74.5694580078125,264.6441650390625,462.159912109375,212.26171875
-203.60455322265625,384.3311767578125,62.9119873046875,321.31640625,50.66650390625,-54.11090087890625,79.64208984375,243.1080322265625,492.75048828125,123.30126953125
-174.7413330078125,485.2984619140625,47.548828125,277.2803955078125,49.5103759765625,-66.30694580078125,82.33154296875,259.8817138671875,472.6021728515625,162.311767578125
-188.6741943359375,395.99658203125,47.745849609375,243.46533203125,62.1929931640625,-109.95361328125,146.098388671875,233.48828125,477.2611083984375,227.2164306640625
-150.4840087890625,417.5421142578125,58.45166015625,234.131103515625,47.082763671875,-135.70843505859375,97.4366455078125,252.061279296875,483.912109375,239.91748046875
-162.4097900390625,225.75830078125,50.9359130859375,254.76513671875,65.2236328125,-183.2823486328125,89.708251953125,254.127685546875,460.505126953125,239.619384765625
-174.71343994140625,256.90234375,46.3330078125,277.80517578125,49.613037109375,-113.45391845703125,93.1212158203125,256.2440185546875,480.6815185546875,415.0174560546875
-173.3143310546875,198.722412109375,63.7239990234375,270.8670654296875,53.978759765625,-118.44677734375,71.8157958984375,247.87646484375,508.633056640625,350.8316650390625
-147.598388671875,399.6842041015625,71.83447265625,295.7435302734375,51.516845703125,-108.36407470703125,-3.23095703125,253.0316162109375,503.5987548828125,329.76171875
-178.4708251953125,320.82470703125,67.4202880859375,310.836669921875,82.7410888671875,-170.4224853515625,-40.907470703125,300.456787109375,543.022216796875,326.469482421875
-188.69964599609375,354.2607421875,61.4022216796875,305.1226806640625,40.013916015625,-100.80792236328125,50.7305908203125,289.3800048828125,513.294677734375,218.2630615234375
-174.12274169921875,370.7576904296875,56.1229248046875,274.2257080078125,55.9908447265625,-110.05615234375,80.3145751953125,246.9129638671875,451.0836181640625,341.330078125
-183.306884765625,452.15478515625,43.0360107421875,220.232177734375,64.063232421875,-125.46807861328125,168.6485595703125,249.828857421875,430.1292724609375,239.299072265625
-175.85333251953125,339.21337890625,48.906982421875,269.694091796875,64.09716796875,-127.36676025390625,94.0550537109375,251.15478515625,439.8251953125,184.802490234375
-161.9432373046875,457.4345703125,52.1956787109375,236.51708984375,73.4613037109375,-211.3358154296875,102.88134765625,242.563232421875,463.63427734375,308.0875244140625
-191.3817138671875,521.5859375,58.3011474609375,273.1455078125,48.1610107421875,-121.1412353515625,103.4381103515625,261.756103515625,477.781982421875,391.367919921875
-192.78277587890625,690.5496826171875,69.0362548828125,265.427734375,73.8958740234375,-142.88568115234375,97.6588134765625,238.898193359375,471.434814453125,329.75390625
-167.85687255859375,585.6190185546875,58.7034912109375,310.5643310546875,39.0548095703125,-122.1419677734375,15.7314453125,264.23291015625,520.055908203125,222.21826171875
-195.10845947265625,676.7667236328125,52.58447265625,295.330810546875,51.5228271484375,-76.91064453125,106.59521484375,260.4698486328125,480.1131591796875,198.747314453125
-161.75341796875,625.846923828125,59.3194580078125,281.8564453125,50.050537109375,-161.2891845703125,31.0057373046875,268.77880859375,504.6881103515625,261.99365234375
-185.9542236328125,659.872314453125,65.0323486328125,298.2677001953125,48.14697265625,-77.5010986328125,42.7086181640625,265.691650390625,517.2120361328125,267.414794921875
-184.08050537109375,623.0577392578125,59.59326171875,291.2152099609375,47.5926513671875,-52.7322998046875,55.0579833984375,275.6484375,522.0946044921875,315.480224609375
-188.74334716796875,564.06298828125,67.419677734375,266.4698486328125,57.4429931640625,-113.25274658203125,75.1295166015625,272.691650390625,484.6722412109375,285.0023193359375
-198.73724365234375,537.4644775390625,35.4219970703125,262.2216796875,42.8917236328125,-94.41754150390625,181.6915283203125,236.279296875,448.211181640625,258.87451171875
-186.6661376953125,558.57373046875,58.3907470703125,265.965576171875,48.0643310546875,-86.26873779296875,79.4222412109375,282.7738037109375,475.741455078125,309.98193359375
-189.48291015625,505.31689453125,57.44775390625,237.4747314453125,63.4281005859375,-94.92486572265625,117.5740966796875,260.6385498046875,468.7664794921875,257.8487548828125
-180.44635009765625,711.283203125,53.2791748046875,234.091796875,65.48291015625,-152.90423583984375,144.6046142578125,236.625244140625,447.5989990234375,310.2689208984375
-205.7711181640625,783.9791259765625,30.3873291015625,227.640380859375,46.1876220703125,-124.1966552734375,201.8409423828125,259.3853759765625,461.03662109375,363.4908447265625
-202.59716796875,721.4710693359375,36.8167724609375,253.3822021484375,41.277587890625,-97.03619384765625,183.37109375,251.0146484375,429.4769287109375,273.843017578125
-173.84881591796875,675.9462890625,71.1298828125,269.3055419921875,60.4207763671875,-131.41607666015625,30.62646484375,267.3363037109375,509.1190185546875,217.8082275390625
-153.62115478515625,509.96142578125,61.711669921875,296.3529052734375,44.3046875,-146.24725341796875,21.9478759765625,269.3643798828125,488.5843505859375,214.9271240234375
-160.77728271484375,410.691162109375,75.4771728515625,272.093994140625,74.144775390625,-69.49359130859375,-21.65350341796875,279.26904296875,508.965576171875,232.8360595703125
-173.513916015625,318.96240234375,58.966064453125,292.1748046875,44.13525390625,-120.87017822265625,78.7596435546875,240.68505859375,486.6856689453125,258.37451171875
-172.6605224609375,417.543212890625,63.8297119140625,298.0322265625,58.5255126953125,-126.85186767578125,7.49041748046875,272.885009765625,520.8865966796875,197.6265869140625
-151.80670166015625,570.668701171875,67.8099365234375,282.7333984375,51.718994140625,-147.2525634765625,-14.893798828125,278.76904296875,503.7281494140625,205.83837890625
-176.4921875,492.452880859375,51.849609375,262.6708984375,64.5152587890625,-173.0921630859375,100.1883544921875,260.9957275390625,479.2236328125,369.6259765625
-174.365966796875,578.0286865234375,79.256591796875,283.5638427734375,47.5447998046875,-114.0518798828125,43.235595703125,258.8873291015625,504.340087890625,351.9375
-174.47796630859375,663.39599609375,57.1470947265625,298.9620361328125,42.915283203125,-76.77105712890625,30.1898193359375,272.992431640625,513.55517578125,179.6370849609375
-183.95037841796875,593.812744140625,71.98876953125,286.1942138671875,50.1107177734375,-76.1287841796875,6.50189208984375,285.8927001953125,511.8265380859375,247.38818359375
-171.6837158203125,583.480712890625,68.0184326171875,244.9215087890625,72.3525390625,-120.78387451171875,38.4049072265625,283.503173828125,502.551513671875,290.5950927734375
-170.95556640625,657.2183837890625,65.037353515625,257.0794677734375,60.6212158203125,-145.28802490234375,59.9971923828125,260.77880859375,495.887939453125,278.1287841796875
-161.7774658203125,466.548583984375,69.0667724609375,318.7415771484375,51.66064453125,-156.32659912109375,-12.780517578125,262.29296875,526.6258544921875,322.16064453125
-170.349609375,469.0635986328125,57.5484619140625,293.9969482421875,43.255859375,-62.16046142578125,50.604736328125,261.2537841796875,498.790283203125,296.1976318359375
-180.94720458984375,402.770263671875,60.6741943359375,260.2744140625,68.903564453125,-112.752685546875,96.1016845703125,257.8551025390625,468.127197265625,279.47021484375
-189.06109619140625,318.224853515625,69.3692626953125,246.5098876953125,76.9290771484375,-107.07623291015625,101.019287109375,255.602294921875,472.92626953125,247.851318359375
-184.17047119140625,409.3917236328125,63.1468505859375,291.116943359375,61.8255615234375,-136.9075927734375,47.3416748046875,262.292724609375,523.9095458984375,171.272216796875
-174.14239501953125,439.4566650390625,57.4775390625,264.087890625,66.555908203125,-136.21343994140625,61.092529296875,275.3253173828125,496.0738525390625,212.5396728515625
-200.38299560546875,283.1793212890625,55.590576171875,244.5987548828125,73.5225830078125,-109.7315673828125,151.5968017578125,244.8724365234375,465.5604248046875,196.3104248046875
-181.12115478515625,275.6932373046875,50.4171142578125,269.135498046875,63.57373046875,-48.55474853515625,89.510498046875,252.7889404296875,486.2481689453125,232.6578369140625
-185.615234375,348.00341796875,46.7138671875,244.902587890625,53.2935791015625,-75.119384765625,109.64208984375,265.276611328125,458.3826904296875,226.5875244140625
-187.76800537109375,440.8848876953125,39.1453857421875,292.2188720703125,53.550537109375,-75.81829833984375,120.4747314453125,264.3912353515625,466.0989990234375,115.3116455078125
-170.25994873046875,398.8062744140625,45.7938232421875,296.1087646484375,49.1385498046875,-165.5562744140625,62.8558349609375,260.3214111328125,494.1353759765625,138.496337890625
-185.54949951171875,351.19140625,52.162353515625,261.805908203125,67.162109375,-116.1973876953125,112.2745361328125,249.6124267578125,465.386474609375,310.750732421875
-178.47821044921875,287.0516357421875,48.0107421875,304.1400146484375,47.5816650390625,-75.89654541015625,101.0753173828125,237.143310546875,463.7332763671875,229.8983154296875
-191.5062255859375,287.2333984375,56.2911376953125,249.74365234375,58.8687744140625,-70.24176025390625,97.61328125,283.894287109375,488.617919921875,246.1539306640625
-157.01153564453125,195.841552734375,63.0025634765625,291.4884033203125,55.0902099609375,-74.35845947265625,13.87872314453125,257.3253173828125,490.689208984375,274.0550537109375
-169.3603515625,166.01904296875,66.2353515625,283.722412109375,67.2939453125,-64.81866455078125,15.497314453125,266.263671875,537.7147216796875,112.7930908203125
-146.8416748046875,45.5098876953125,53.720458984375,286.167236328125,56.370849609375,-154.73236083984375,9.57366943359375,279.279052734375,512.6744384765625,303.308349609375
-169.45758056640625,55.0689697265625,67.0308837890625,269.935302734375,70.5245361328125,-197.2689208984375,19.0980224609375,275.6373291015625,501.74853515625,221.9864501953125
-185.650146484375,85.5123291015625,57.437744140625,304.047119140625,45.9737548828125,-88.722412109375,80.3001708984375,260.5540771484375,489.25634765625,212.9027099609375
-169.9659423828125,22.8128662109375,35.358642578125,233.62255859375,73.7701416015625,-118.59271240234375,117.191162109375,260.606689453125,441.5419921875,272.0997314453125
-194.42779541015625,208.6171875,49.8858642578125,260.6932373046875,54.939453125,-63.4293212890625,160.238037109375,242.8458251953125,459.5101318359375,233.755126953125
-184.26593017578125,91.640380859375,60.8038330078125,274.00537109375,60.4656982421875,-122.13214111328125,102.6412353515625,242.706298828125,451.46533203125,218.9427490234375
-194.83929443359375,90.8817138671875,55.1837158203125,273.46533203125,51.0799560546875,-64.20758056640625,95.576171875,265.7593994140625,487.76513671875,231.3394775390625
-187.06494140625,96.62353515625,44.970703125,230.5238037109375,65.346435546875,-35.45806884765625,151.777099609375,264.2901611328125,444.560791015625,211.4534912109375
-186.4183349609375,315.28076171875,44.6341552734375,270.4832763671875,56.8167724609375,-120.75543212890625,117.5445556640625,259.4139404296875,464.844970703125,188.14697265625
