e_Mo,e_Co,e_0,e_Cr,e_Mn,sigma,e_C,e_Al,e_V,e_Ni,e_Si,nu
-73.389404296875,-44.60713195800781,744.360595703125,-48.128448486328125,-64.63914489746094,19.550979614257812,-36.35040283203125,25.90936279296875,-39.593048095703125,-31.4586181640625,-12.311614990234375,11.670963287353516
-68.04586791992188,-12.372589111328125,748.6217041015625,-49.443023681640625,-68.35284423828125,22.606521606445312,-39.554656982421875,27.398956298828125,-35.38006591796875,-29.6514892578125,-11.7513427734375,14.988364219665527
-61.84779357910156,-6.847076416015625,734.386962890625,-44.4493408203125,-72.5775146484375,20.113569259643555,-37.7919921875,2.068939208984375,-51.17280578613281,-25.86993408203125,-7.546417236328125,24.222179412841797
-82.79707336425781,1.803131103515625,763.170654296875,-52.94017028808594,-77.07225036621094,19.691524505615234,-36.54095458984375,14.036224365234375,-33.288116455078125,-32.35736083984375,-14.017333984375,11.583551406860352
-80.25315856933594,-49.36845397949219,754.3185424804688,-52.27418518066406,-73.20661926269531,19.863445281982422,-34.163726806640625,13.903961181640625,-40.453582763671875,-32.135101318359375,-12.531829833984375,20.52537727355957
-85.21075439453125,-37.97381591796875,762.7039184570312,-53.28578186035156,-74.55377197265625,19.638397216796875,-37.50494384765625,26.694061279296875,-12.24273681640625,-32.879974365234375,-13.48504638671875,16.904212951660156
-77.63627624511719,-41.54217529296875,752.0970458984375,-50.23591613769531,-73.24751281738281,20.638896942138672,-35.89776611328125,21.84576416015625,-37.7484130859375,-31.534698486328125,-11.295562744140625,20.22675132751465
-69.51737976074219,-51.57954406738281,738.8696899414062,-46.064849853515625,-65.39031982421875,19.620746612548828,-37.2557373046875,17.771881103515625,-77.27159118652344,-31.221527099609375,-9.930389404296875,34.059139251708984
-81.20329284667969,-36.927459716796875,756.355224609375,-50.249053955078125,-71.57096862792969,19.02431869506836,-40.582244873046875,17.645599365234375,-69.59822082519531,-28.88714599609375,-8.598602294921875,31.787065505981445
-80.0186767578125,-17.095916748046875,758.5936889648438,-50.23121643066406,-73.22283935546875,19.228023529052734,-41.435272216796875,4.92144775390625,-55.753875732421875,-28.856231689453125,-10.205810546875,26.230541229248047
-73.28419494628906,-23.881591796875,753.5931396484375,-51.83622741699219,-69.53535461425781,19.168838500976562,-39.077667236328125,16.513702392578125,-64.51869201660156,-31.34033203125,-12.89044189453125,6.976930141448975
-76.28004455566406,-42.887176513671875,748.6409301757812,-51.64378356933594,-72.49232482910156,20.018022537231445,-35.59222412109375,24.126007080078125,-55.71577453613281,-29.77081298828125,-8.689117431640625,18.696800231933594
-78.27938842773438,-37.403472900390625,756.106201171875,-52.72990417480469,-70.01869201660156,19.70926856994629,-37.061920166015625,21.170684814453125,-53.9195556640625,-29.709259033203125,-13.56280517578125,20.539052963256836
-79.27540588378906,-27.189178466796875,763.886474609375,-51.60893249511719,-68.53385925292969,19.29798126220703,-42.362213134765625,22.97808837890625,-67.83901977539062,-31.009613037109375,-13.976531982421875,12.116682052612305
-76.67022705078125,-23.6285400390625,766.3646240234375,-53.971405029296875,-78.40104675292969,20.38278579711914,-42.519134521484375,15.9033203125,-106.70783996582031,-31.6973876953125,-7.6845703125,13.871459007263184
-82.56529235839844,-27.973876953125,756.62353515625,-51.4981689453125,-76.15214538574219,18.952354431152344,-35.762298583984375,19.04302978515625,-99.08993530273438,-31.238372802734375,-11.304046630859375,19.803394317626953
-73.05650329589844,-66.72340393066406,742.9570922851562,-44.41554260253906,-67.2530517578125,21.833473205566406,-38.723297119140625,29.380645751953125,-83.99641418457031,-29.97412109375,-11.601470947265625,40.797306060791016
-81.18647766113281,-21.16162109375,756.8841552734375,-53.936492919921875,-77.406005859375,21.702545166015625,-37.401458740234375,11.182098388671875,-22.729766845703125,-29.837158203125,-9.528594970703125,16.39020347595215
-69.14768981933594,-29.539276123046875,745.8504638671875,-46.4263916015625,-69.5732421875,17.78717041015625,-39.118927001953125,21.420257568359375,-59.81001281738281,-29.27435302734375,-10.65179443359375,10.866739273071289
-83.90315246582031,-14.711456298828125,763.44287109375,-51.54228210449219,-76.97494506835938,19.84684181213379,-42.16302490234375,16.70904541015625,-62.5966796875,-28.6656494140625,-7.967864990234375,9.697859764099121
-76.37956237792969,-40.59295654296875,761.7632446289062,-50.55699157714844,-76.19091796875,21.000316619873047,-39.093780517578125,25.9915771484375,-39.098175048828125,-32.503173828125,-11.8795166015625,16.706092834472656
-76.56875610351562,-51.01014709472656,748.6173706054688,-46.95246887207031,-73.97895812988281,17.673154830932617,-37.934478759765625,24.68756103515625,-70.96084594726562,-30.875213623046875,-8.1339111328125,8.072896957397461
-75.36868286132812,-20.29864501953125,751.6673583984375,-47.67231750488281,-76.93588256835938,18.009065628051758,-38.0220947265625,26.620147705078125,-61.232208251953125,-30.1705322265625,-6.802703857421875,19.085893630981445
-81.83900451660156,-28.85235595703125,762.7147216796875,-50.12825012207031,-76.58149719238281,22.290756225585938,-40.47894287109375,5.936126708984375,-48.35585021972656,-33.330352783203125,-8.0477294921875,9.943934440612793
-79.52717590332031,-52.164520263671875,764.025634765625,-52.777923583984375,-75.75115966796875,17.916303634643555,-41.835174560546875,35.887664794921875,-69.16862487792969,-28.841552734375,-9.552032470703125,10.851954460144043
-79.60243225097656,-33.101898193359375,762.412353515625,-50.15473937988281,-73.86434936523438,20.875818252563477,-41.087860107421875,18.586578369140625,-61.39949035644531,-31.351837158203125,-8.82928466796875,14.50992202758789
-77.20259094238281,-44.52351379394531,746.3636474609375,-47.74299621582031,-67.29489135742188,19.79413604736328,-39.203857421875,23.3560791015625,-35.861907958984375,-29.88751220703125,-10.79473876953125,10.512762069702148
-69.76994323730469,-41.23895263671875,744.8707275390625,-48.46220397949219,-74.6431884765625,20.720754623413086,-34.73748779296875,16.507110595703125,-50.55082702636719,-32.23583984375,-8.3834228515625,24.708948135375977
-70.34149169921875,-39.392578125,733.056396484375,-47.322479248046875,-59.39588928222656,20.679454803466797,-36.034088134765625,28.190887451171875,-82.88917541503906,-26.8306884765625,-13.653167724609375,20.833450317382812
-73.39201354980469,-36.04193115234375,750.7025146484375,-53.565185546875,-68.17388916015625,18.290019989013672,-37.332244873046875,14.186309814453125,-83.6820068359375,-28.259063720703125,-10.82513427734375,17.788299560546875
-74.82014465332031,-70.31312561035156,745.4971313476562,-50.46678161621094,-69.84550476074219,21.36823272705078,-38.180908203125,27.98822021484375,-107.44190979003906,-27.29095458984375,-8.02484130859375,14.63370418548584
-67.05464172363281,-30.38592529296875,730.438720703125,-48.074859619140625,-70.34919738769531,19.76984214782715,-33.688629150390625,21.190093994140625,-82.59925842285156,-26.1871337890625,-8.310028076171875,7.354937553405762
-64.17585754394531,-30.023834228515625,730.3903198242188,-47.89164733886719,-67.25602722167969,19.819778442382812,-37.857177734375,15.631195068359375,-62.54925537109375,-23.78955078125,-8.1968994140625,28.65887451171875
-60.147613525390625,-35.129241943359375,732.873046875,-48.803497314453125,-65.28861999511719,20.604496002197266,-40.408172607421875,26.35736083984375,-14.685028076171875,-25.175567626953125,-9.10284423828125,29.793399810791016
-75.57867431640625,-41.182464599609375,748.6907958984375,-48.09169006347656,-71.87628173828125,19.357933044433594,-37.5687255859375,21.307708740234375,-32.985107421875,-32.393585205078125,-9.4805908203125,30.750802993774414
-75.66053771972656,-25.3211669921875,755.6871948242188,-50.681060791015625,-72.0084228515625,20.624000549316406,-38.241424560546875,24.44317626953125,-67.19639587402344,-30.50384521484375,-11.9488525390625,27.934154510498047
-73.59001159667969,-42.118896484375,748.6965942382812,-51.92254638671875,-72.75942993164062,19.584274291992188,-35.0672607421875,26.7142333984375,-85.16751098632812,-30.6175537109375,-8.573760986328125,26.921913146972656
-74.21028137207031,-21.649383544921875,752.2242431640625,-51.80584716796875,-68.28042602539062,19.28675651550293,-37.695068359375,10.453277587890625,-52.03694152832031,-30.8585205078125,-10.1551513671875,21.11136817932129
-68.383056640625,-12.44622802734375,740.8460083007812,-48.45262145996094,-73.34402465820312,20.04617691040039,-36.228363037109375,13.380706787109375,-101.89485168457031,-28.329498291015625,-8.883026123046875,9.635168075561523
-74.40408325195312,-13.185455322265625,757.4471435546875,-52.3505859375,-69.54739379882812,20.282636642456055,-38.0560302734375,15.52728271484375,-43.378143310546875,-33.279693603515625,-13.094512939453125,13.08926010131836
-77.24699401855469,-23.436798095703125,760.2520141601562,-47.88417053222656,-76.27192687988281,21.48960304260254,-42.954498291015625,15.125152587890625,-63.2523193359375,-31.71966552734375,-7.817352294921875,28.57989501953125
-67.53439331054688,-48.37774658203125,735.3583984375,-49.225830078125,-67.8104248046875,17.783924102783203,-34.3807373046875,23.63751220703125,-27.9239501953125,-29.535552978515625,-9.9444580078125,28.574295043945312
-76.58326721191406,-46.08087158203125,755.0162353515625,-44.89569091796875,-68.44537353515625,20.894092559814453,-44.05732727050781,21.5577392578125,-22.097015380859375,-30.010711669921875,-11.9459228515625,33.849525451660156
-72.50447082519531,-22.1162109375,746.059814453125,-50.088623046875,-78.61933898925781,21.38662338256836,-35.406402587890625,19.2750244140625,-86.46928405761719,-26.653045654296875,-6.891815185546875,27.21962547302246
-76.29039001464844,-8.6826171875,753.6738891601562,-52.57798767089844,-71.02574157714844,17.834644317626953,-37.34783935546875,9.657989501953125,-35.21746826171875,-30.766937255859375,-11.473663330078125,13.533675193786621
-78.23257446289062,-25.054931640625,758.7415771484375,-48.377166748046875,-80.651123046875,20.626934051513672,-40.219635009765625,6.37957763671875,-55.869873046875,-30.290679931640625,-6.948699951171875,27.439725875854492
-73.32858276367188,-16.94354248046875,753.2484130859375,-49.346954345703125,-72.17538452148438,19.054637908935547,-40.08453369140625,21.789215087890625,-65.60758972167969,-31.933929443359375,-8.6964111328125,32.777469635009766
-70.27908325195312,-46.06431579589844,744.4715576171875,-47.03675842285156,-74.11836242675781,20.228046417236328,-39.929718017578125,30.23236083984375,-87.430908203125,-25.8612060546875,-6.6243896484375,28.376224517822266
-74.40267944335938,-24.153564453125,746.4830322265625,-50.13343811035156,-72.2391357421875,22.188404083251953,-34.349945068359375,12.771820068359375,-77.29222106933594,-28.4893798828125,-10.74102783203125,24.54583740234375
-74.5838623046875,-32.05926513671875,748.1035766601562,-44.1656494140625,-74.58885192871094,19.29108428955078,-36.031982421875,14.269683837890625,-81.60865783691406,-33.88946533203125,-9.356658935546875,25.5462646484375
-77.08265686035156,-33.248992919921875,750.427001953125,-49.74249267578125,-76.73054504394531,17.626893997192383,-38.3570556640625,18.998565673828125,-35.048614501953125,-30.512847900390625,-8.0814208984375,13.390528678894043
-77.82771301269531,-61.62860107421875,741.0828247070312,-50.46923828125,-72.68557739257812,18.651626586914062,-32.750579833984375,17.121368408203125,-75.05909729003906,-26.66912841796875,-9.518646240234375,6.529388904571533
-83.79417419433594,-34.604156494140625,762.498779296875,-50.18766784667969,-76.680908203125,19.38620376586914,-40.589202880859375,11.49127197265625,-39.67803955078125,-31.52569580078125,-10.70159912109375,7.245500087738037
-92.54550170898438,-4.883331298828125,780.91650390625,-55.38639831542969,-83.96783447265625,20.142518997192383,-40.713836669921875,-7.321502685546875,-60.67828369140625,-32.783050537109375,-11.105682373046875,7.833564281463623
-67.28858947753906,-29.59417724609375,734.0953369140625,-47.248321533203125,-72.84451293945312,20.70152473449707,-36.12945556640625,24.55645751953125,-45.17999267578125,-28.207977294921875,-7.0963134765625,19.106868743896484
-60.060028076171875,-29.0865478515625,721.206298828125,-46.51795959472656,-60.27809143066406,19.518901824951172,-33.631103515625,22.04119873046875,-99.57211303710938,-26.529632568359375,-11.28289794921875,14.207844734191895
-62.42999267578125,-64.31063842773438,724.2468872070312,-45.229278564453125,-62.799072265625,20.94265365600586,-34.65838623046875,40.173309326171875,-104.19792175292969,-27.552337646484375,-9.30633544921875,11.117802619934082
-73.97673034667969,-44.83526611328125,741.3651733398438,-45.32659912109375,-67.48292541503906,20.59593963623047,-35.898956298828125,20.266937255859375,-64.32891845703125,-29.72845458984375,-12.297821044921875,28.904293060302734
-73.50498962402344,-25.50518798828125,753.1265258789062,-51.37541198730469,-75.03004455566406,19.918643951416016,-39.75860595703125,23.3348388671875,-60.69194030761719,-29.96038818359375,-10.3079833984375,17.533905029296875
-66.32162475585938,-33.18353271484375,735.8995971679688,-46.208709716796875,-69.67257690429688,16.7589054107666,-36.433135986328125,3.0755615234375,-35.07257080078125,-28.553741455078125,-10.318878173828125,6.020573616027832
-81.10896301269531,-18.498260498046875,760.3385009765625,-53.284515380859375,-75.86653137207031,20.059524536132812,-37.05340576171875,18.53802490234375,-34.503509521484375,-31.340911865234375,-10.979278564453125,14.597996711730957
-67.84933471679688,-37.043609619140625,742.43212890625,-49.311065673828125,-69.762939453125,20.8232421875,-37.226806640625,26.118743896484375,-31.513671875,-30.143768310546875,-10.77386474609375,21.497055053710938
-70.31843566894531,-45.84423828125,740.853759765625,-43.067840576171875,-66.8485107421875,19.315292358398438,-39.182861328125,19.09124755859375,-63.042510986328125,-31.012054443359375,-10.930572509765625,29.91902732849121
-73.08995056152344,-38.8104248046875,744.9016723632812,-47.244964599609375,-65.2532958984375,18.74025535583496,-38.64691162109375,22.65155029296875,-45.006988525390625,-30.93182373046875,-10.980682373046875,29.41858673095703
-75.07627868652344,-36.96759033203125,756.454833984375,-52.57926940917969,-77.03269958496094,19.89328384399414,-37.67724609375,20.5972900390625,-8.947174072265625,-30.243927001953125,-10.23907470703125,42.95601272583008
-72.42343139648438,-51.78639221191406,746.7504272460938,-49.30009460449219,-68.57215881347656,19.202383041381836,-36.727081298828125,36.719879150390625,-88.13661193847656,-30.661102294921875,-13.827728271484375,42.171058654785156
-80.42826843261719,-27.98468017578125,753.885986328125,-51.498443603515625,-76.49742126464844,17.62744903564453,-35.6817626953125,24.58233642578125,-106.71440124511719,-30.9544677734375,-9.322021484375,28.13543701171875
-75.71638488769531,-27.997222900390625,749.3704833984375,-48.65776062011719,-77.46221923828125,21.924850463867188,-35.69854736328125,22.211944580078125,-23.87396240234375,-31.79498291015625,-10.50738525390625,24.860729217529297
-69.96377563476562,-29.55517578125,736.5101928710938,-48.29450988769531,-68.98138427734375,16.849130630493164,-33.114654541015625,21.228729248046875,-43.239593505859375,-30.984130859375,-9.629302978515625,17.425785064697266
-75.11186218261719,-33.532196044921875,755.2802734375,-49.420074462890625,-68.58622741699219,18.989395141601562,-38.2010498046875,8.723052978515625,-2.039825439453125,-31.44610595703125,-12.88006591796875,12.721442222595215
-79.2762451171875,-5.289794921875,758.2964477539062,-53.53025817871094,-79.77804565429688,20.395763397216797,-35.065643310546875,4.022918701171875,-41.4569091796875,-32.445404052734375,-9.8033447265625,37.53073501586914
-70.37702941894531,-30.10211181640625,739.3775634765625,-46.381195068359375,-66.26211547851562,18.104454040527344,-38.56744384765625,18.211517333984375,-95.82614135742188,-28.0428466796875,-10.645660400390625,10.127276420593262
-77.63278198242188,-29.49884033203125,753.5443115234375,-49.77276611328125,-81.52163696289062,20.04202651977539,-36.421661376953125,9.113525390625,-93.21109008789062,-29.869110107421875,-7.769561767578125,13.851940155029297
-76.57139587402344,-26.8212890625,757.3076171875,-51.02732849121094,-79.45770263671875,17.552818298339844,-37.663787841796875,13.675933837890625,-72.421630859375,-30.088287353515625,-7.506500244140625,25.945192337036133
-81.25729370117188,-31.219146728515625,759.9140014648438,-50.32508850097656,-69.49623107910156,21.46138572692871,-38.65386962890625,11.731719970703125,-78.81845092773438,-32.312042236328125,-12.162628173828125,25.288015365600586
-75.95236206054688,-43.484283447265625,744.416259765625,-51.53240966796875,-70.46539306640625,20.08375358581543,-33.021575927734375,25.279541015625,-66.53729248046875,-28.402496337890625,-10.66375732421875,39.78341293334961
-69.49494934082031,-23.77685546875,734.5513305664062,-49.18330383300781,-69.83114624023438,20.85894012451172,-34.93115234375,9.848114013671875,-26.288177490234375,-27.3616943359375,-8.146209716796875,12.88298511505127
-70.3472900390625,-14.2064208984375,738.59814453125,-51.319244384765625,-69.18038940429688,18.432514190673828,-36.20916748046875,13.452178955078125,-59.40937805175781,-26.782562255859375,-8.831573486328125,7.285439968109131
-75.78889465332031,-39.0762939453125,750.218994140625,-51.53858947753906,-71.14022827148438,16.684009552001953,-36.551971435546875,17.871673583984375,-39.32171630859375,-32.47125244140625,-8.931640625,6.088407516479492
-70.89073181152344,-34.924072265625,742.7293701171875,-49.977264404296875,-71.08222961425781,18.72142219543457,-39.426116943359375,21.347137451171875,-77.94288635253906,-27.45928955078125,-5.840057373046875,8.326744079589844
-77.47523498535156,-33.592529296875,751.9656982421875,-46.730010986328125,-73.18663024902344,18.277069091796875,-40.026885986328125,21.264739990234375,-75.22187805175781,-29.709869384765625,-10.41180419921875,10.790925979614258
-70.7183837890625,-48.355010986328125,745.1250610351562,-49.39141845703125,-70.88693237304688,18.834510803222656,-37.069366455078125,20.89697265625,-114.87728881835938,-28.405303955078125,-9.733184814453125,18.669034957885742
-69.4119873046875,-12.908538818359375,743.5548095703125,-47.897308349609375,-65.69242858886719,22.184127807617188,-38.285308837890625,9.85498046875,-29.200286865234375,-29.5611572265625,-11.965728759765625,14.181299209594727
-65.75799560546875,-46.018798828125,732.1463623046875,-47.657257080078125,-72.99589538574219,18.839208602905273,-34.241241455078125,10.16650390625,-93.80281066894531,-27.124053955078125,-4.749053955078125,14.05024242401123
-82.02400207519531,-12.51434326171875,752.5184936523438,-50.026611328125,-77.15821838378906,22.347694396972656,-36.641632080078125,8.270721435546875,-62.21270751953125,-30.26470947265625,-7.9501953125,14.602126121520996
-68.46942138671875,-64.62409973144531,741.6976928710938,-48.05366516113281,-66.72976684570312,18.38812255859375,-38.086273193359375,22.7373046875,-110.18312072753906,-27.691680908203125,-10.600189208984375,14.906339645385742
-72.92886352539062,-35.9417724609375,755.401123046875,-50.843536376953125,-73.61070251464844,18.831573486328125,-39.73614501953125,20.613128662109375,-105.8687744140625,-29.211181640625,-9.866973876953125,18.37062644958496
-77.0439453125,-28.2386474609375,757.8109130859375,-46.9691162109375,-74.84840393066406,19.05927848815918,-39.92730712890625,19.08648681640625,-88.84764099121094,-33.4840087890625,-10.972259521484375,11.07903003692627
-82.27040100097656,-24.59930419921875,755.8342895507812,-49.32197570800781,-77.4354248046875,21.21373748779297,-36.809173583984375,22.690460205078125,-66.08692932128906,-30.9923095703125,-9.896881103515625,16.5274600982666
-68.22476196289062,-36.03564453125,742.7860107421875,-48.47064208984375,-71.7938232421875,19.697956085205078,-37.216033935546875,22.8463134765625,-57.039703369140625,-29.234893798828125,-10.391357421875,35.06083679199219
-77.61532592773438,-44.75,751.758544921875,-49.86729431152344,-70.83099365234375,20.066566467285156,-37.6002197265625,20.46124267578125,-64.98515319824219,-29.332427978515625,-10.1517333984375,22.817943572998047
-86.53009033203125,-10.397125244140625,769.009765625,-56.78578186035156,-76.58438110351562,18.123332977294922,-41.032806396484375,0.81878662109375,-57.20027160644531,-29.423248291015625,-7.93408203125,9.325047492980957
-84.71382141113281,-22.369415283203125,769.015869140625,-50.66477966308594,-81.62760925292969,18.936702728271484,-40.0194091796875,17.687774658203125,-92.99177551269531,-33.87628173828125,-10.0926513671875,8.005205154418945
-78.43431091308594,-16.97467041015625,760.15869140625,-51.314849853515625,-74.03498840332031,19.31838035583496,-38.83489990234375,11.762298583984375,-53.21208190917969,-31.63714599609375,-12.587310791015625,7.8824286460876465
-80.06134033203125,-26.52777099609375,767.7594604492188,-55.091339111328125,-69.00654602050781,18.478748321533203,-42.411651611328125,22.593841552734375,-36.7799072265625,-33.17327880859375,-12.125518798828125,18.16720199584961
-75.94561767578125,-26.4754638671875,745.4666137695312,-52.73475646972656,-72.79251098632812,18.27906036376953,-32.489654541015625,7.93280029296875,-73.29057312011719,-28.986968994140625,-8.812255859375,20.77373504638672
-81.6441650390625,-19.376220703125,760.0823974609375,-51.93235778808594,-73.6527099609375,18.323528289794922,-40.819427490234375,14.7945556640625,-59.69114685058594,-30.7052001953125,-7.960968017578125,13.247949600219727
-68.9814453125,-27.741790771484375,744.4755859375,-49.278778076171875,-70.0869140625,19.287616729736328,-40.189178466796875,13.447174072265625,-71.28089904785156,-26.60675048828125,-7.55914306640625,23.25655174255371
-72.68223571777344,-33.981597900390625,749.8009033203125,-51.33323669433594,-66.57745361328125,20.23122787475586,-39.411376953125,19.681488037109375,-0.893280029296875,-32.672027587890625,-11.143463134765625,31.086671829223633
-68.95968627929688,-33.055877685546875,741.56201171875,-45.31111145019531,-71.59420776367188,20.82468605041504,-37.64752197265625,0.709930419921875,-84.44947814941406,-29.146240234375,-8.3653564453125,31.88081932067871
-70.080810546875,-44.31037902832031,740.1950073242188,-47.75590515136719,-72.26690673828125,19.29657554626465,-34.012786865234375,12.33721923828125,-71.67526245117188,-31.29852294921875,-11.069580078125,19.47101402282715
-70.73208618164062,-42.745758056640625,743.5484008789062,-50.35911560058594,-75.93519592285156,21.721538543701172,-35.5218505859375,17.165679931640625,-94.56317138671875,-27.704315185546875,-7.040008544921875,26.746797561645508
-75.04806518554688,-45.418182373046875,745.68505859375,-45.076507568359375,-78.68045043945312,18.674781799316406,-37.289154052734375,11.227874755859375,-70.70440673828125,-28.438720703125,-5.9095458984375,15.498152732849121
-82.9508056640625,-22.2896728515625,762.5596313476562,-53.54530334472656,-81.53912353515625,19.311752319335938,-35.86676025390625,25.5455322265625,-75.7325439453125,-31.30029296875,-9.704681396484375,37.955589294433594
-82.72119140625,-21.35400390625,761.4306640625,-52.404754638671875,-83.3204345703125,20.76431655883789,-36.0244140625,2.596343994140625,-56.11956787109375,-31.805572509765625,-5.51226806640625,29.851564407348633
-73.40567016601562,-28.008636474609375,744.8058471679688,-48.975677490234375,-71.50651550292969,19.560134887695312,-37.235076904296875,14.834197998046875,-32.704437255859375,-29.12799072265625,-11.304351806640625,18.579017639160156
-76.00459289550781,-30.635711669921875,753.812255859375,-49.960723876953125,-78.31816101074219,19.278087615966797,-35.97186279296875,10.061920166015625,-87.16804504394531,-31.601470947265625,-8.10430908203125,16.222919464111328
-67.28770446777344,-42.606048583984375,737.7064208984375,-51.08427429199219,-68.43788146972656,17.291851043701172,-36.24334716796875,15.067108154296875,-59.565521240234375,-26.313079833984375,-8.77679443359375,6.3774895668029785
-77.61953735351562,-35.4827880859375,756.64697265625,-50.908416748046875,-71.89024353027344,19.832141876220703,-39.27880859375,31.757476806640625,-108.54966735839844,-30.73626708984375,-11.023406982421875,11.648957252502441
-78.31370544433594,-27.030731201171875,771.85400390625,-52.288177490234375,-83.32638549804688,20.967376708984375,-42.41864013671875,14.489288330078125,-39.1661376953125,-30.137939453125,-8.88433837890625,20.613527297973633
-86.16098022460938,-29.164764404296875,769.2783813476562,-56.21240234375,-74.49830627441406,20.149700164794922,-40.887908935546875,31.57293701171875,-49.96003723144531,-32.174468994140625,-11.094512939453125,17.056289672851562
-85.52873229980469,-24.07293701171875,765.4828491210938,-52.1309814453125,-73.11734008789062,16.651344299316406,-39.73223876953125,16.584442138671875,-33.681610107421875,-33.143402099609375,-12.2811279296875,4.414930820465088
-76.88067626953125,-17.025054931640625,748.6053466796875,-51.91056823730469,-69.19386291503906,20.43887710571289,-36.37762451171875,20.684478759765625,-35.90692138671875,-30.424285888671875,-12.5147705078125,20.430421829223633
-78.552978515625,-14.2423095703125,756.7788696289062,-49.32609558105469,-72.32427978515625,20.214920043945312,-37.0489501953125,6.619598388671875,-84.78373718261719,-33.21826171875,-9.66864013671875,20.958683013916016
-78.61329650878906,-37.039398193359375,753.5951538085938,-52.22998046875,-75.03919982910156,18.418983459472656,-38.02459716796875,15.6158447265625,-91.61306762695312,-29.02490234375,-7.2406005859375,13.874567985534668
-76.94776916503906,-39.76263427734375,755.1473388671875,-49.923675537109375,-70.65304565429688,17.91556739807129,-38.3900146484375,15.11846923828125,-94.64813232421875,-31.87860107421875,-9.435028076171875,8.44107723236084
-70.12818908691406,-34.4420166015625,748.22509765625,-56.81105041503906,-73.42674255371094,22.591564178466797,-37.179931640625,17.092071533203125,-69.73989868164062,-25.129791259765625,-10.900634765625,12.63875961303711
-79.1365966796875,-34.697845458984375,758.7574462890625,-50.244903564453125,-76.79402160644531,17.803226470947266,-38.872528076171875,33.00213623046875,-58.08729553222656,-31.907928466796875,-11.895416259765625,10.314087867736816
-70.73019409179688,-31.49053955078125,735.974853515625,-42.89129638671875,-69.40194702148438,20.771560668945312,-38.9722900390625,30.622344970703125,-121.84317016601562,-30.17999267578125,-9.398681640625,21.26685333251953
-74.0577392578125,-12.996978759765625,744.9224243164062,-50.89227294921875,-75.24691772460938,21.548490524291992,-33.92681884765625,-0.623565673828125,-94.26976013183594,-27.475677490234375,-8.297027587890625,39.2476806640625
-68.93626403808594,-48.28044128417969,736.35009765625,-49.70146179199219,-73.2908935546875,20.48392105102539,-33.48492431640625,26.274261474609375,-71.36293029785156,-26.02728271484375,-8.175628662109375,38.57494354248047
-74.61276245117188,-31.588470458984375,752.9262084960938,-48.76092529296875,-76.7562255859375,19.39480209350586,-39.02105712890625,23.670501708984375,-79.60867309570312,-28.940704345703125,-8.888702392578125,26.804630279541016
-83.91679382324219,-7.81524658203125,767.2557373046875,-52.46148681640625,-78.94091796875,19.101871490478516,-40.680816650390625,11.055419921875,-50.378448486328125,-32.11767578125,-7.498046875,17.379718780517578
-88.63139343261719,-23.54241943359375,778.1170043945312,-52.157623291015625,-81.59126281738281,20.740692138671875,-44.76832580566406,15.133270263671875,-33.372283935546875,-32.301544189453125,-7.258087158203125,28.254560470581055
-74.10247802734375,-28.893310546875,752.5903930664062,-47.29377746582031,-73.26666259765625,20.216772079467773,-37.740692138671875,11.565673828125,-43.3489990234375,-32.673004150390625,-9.9583740234375,28.734766006469727
-76.69473266601562,-54.94331359863281,747.6671752929688,-49.02197265625,-70.12562561035156,19.714187622070312,-35.832550048828125,16.147064208984375,-58.956390380859375,-30.51763916015625,-10.602203369140625,17.742162704467773
-75.72735595703125,-41.991668701171875,746.1194458007812,-49.53092956542969,-68.029296875,18.749595642089844,-34.354095458984375,18.608551025390625,-62.68519592285156,-30.33148193359375,-12.939727783203125,8.151700973510742
-72.1600341796875,-20.4029541015625,743.6483764648438,-47.456298828125,-77.30516052246094,20.40561294555664,-35.8272705078125,13.126434326171875,-4.44366455078125,-29.642791748046875,-9.462646484375,18.325090408325195
-72.69692993164062,-22.13201904296875,744.1468505859375,-47.723541259765625,-71.4703369140625,22.450531005859375,-37.6253662109375,6.701934814453125,-6.1351318359375,-29.85797119140625,-8.1649169921875,12.729248046875
-71.37193298339844,-42.9674072265625,742.0499267578125,-50.19117736816406,-67.94131469726562,19.498207092285156,-37.193756103515625,13.132354736328125,-43.925994873046875,-27.26556396484375,-7.822967529296875,29.288766860961914
-79.3232421875,-14.636016845703125,750.0344848632812,-47.73756408691406,-66.52191162109375,21.989431381225586,-41.87353515625,14.07049560546875,-71.93682861328125,-28.1668701171875,-7.60003662109375,37.35833740234375
-78.66287231445312,-36.336883544921875,760.8633422851562,-48.06584167480469,-74.87863159179688,19.275699615478516,-41.285491943359375,27.664031982421875,-78.514892578125,-32.3421630859375,-11.7864990234375,17.164539337158203
-67.32197570800781,-39.820404052734375,751.309814453125,-49.78874206542969,-68.17477416992188,19.53815269470215,-41.515106201171875,32.88690185546875,-51.15388488769531,-31.632293701171875,-9.180908203125,23.137897491455078
-77.18023681640625,-34.91033935546875,748.7777099609375,-48.53807067871094,-73.55712890625,20.46297836303711,-35.663360595703125,19.09674072265625,-64.25361633300781,-32.068756103515625,-10.856109619140625,17.137794494628906
-79.829345703125,-30.8009033203125,755.3128662109375,-53.8372802734375,-76.23550415039062,21.791358947753906,-36.486663818359375,11.91876220703125,-33.3245849609375,-31.638702392578125,-9.02032470703125,14.542770385742188
