e_C,e_Al,e_Ni,e_V,nu,sigma,e_Si,e_0,e_Cr,e_Mo,e_Co,e_Mn
-165.2348175048828,44.300567626953125,-29.497772216796875,-90.74893188476562,34.4940071105957,20.051429748535156,-18.250030517578125,747.250244140625,-50.74359130859375,-46.95684814453125,-39.780792236328125,-68.86160278320312
-146.78387451171875,75.4202880859375,-26.311248779296875,-78.25303649902344,16.670204162597656,20.020397186279297,-16.085235595703125,729.0947875976562,-50.54789733886719,-37.432403564453125,-56.97344970703125,-67.11289978027344
-124.42231750488281,57.89422607421875,-29.358795166015625,-45.834503173828125,38.146968841552734,22.67913055419922,-19.522064208984375,728.7527465820312,-51.56239318847656,-42.395416259765625,-40.1744384765625,-70.92343139648438
-147.9080352783203,44.624908447265625,-28.63427734375,-94.45887756347656,42.25041198730469,18.41781234741211,-19.29034423828125,730.074951171875,-50.394378662109375,-41.369873046875,-31.98797607421875,-66.25942993164062
-147.4849395751953,24.01715087890625,-27.660400390625,-135.88966369628906,31.23369598388672,19.618309020996094,-10.045989990234375,742.990478515625,-53.41554260253906,-40.837890625,-18.682098388671875,-77.25166320800781
-182.79428100585938,68.882568359375,-30.9239501953125,-46.17291259765625,22.92254638671875,19.69269561767578,-23.157470703125,760.0800170898438,-55.27473449707031,-46.42900085449219,-48.3653564453125,-66.15383911132812
-156.42642211914062,50.61285400390625,-29.290069580078125,-61.68194580078125,22.32944679260254,19.770397186279297,-17.009490966796875,738.3297119140625,-49.83296203613281,-40.3189697265625,-36.345123291015625,-71.49038696289062
-167.80780029296875,41.515411376953125,-27.82843017578125,-20.958526611328125,27.728628158569336,18.992008209228516,-11.872894287109375,749.8746337890625,-51.32527160644531,-42.879241943359375,-28.948150634765625,-78.31932067871094
-171.58480834960938,28.787384033203125,-29.505126953125,-64.26852416992188,36.02781295776367,20.121768951416016,-17.7249755859375,764.3794555664062,-56.28880310058594,-47.78416442871094,-1.79534912109375,-78.62277221679688
-171.50753784179688,30.493804931640625,-25.410919189453125,-34.10577392578125,33.618160247802734,21.258445739746094,-15.055206298828125,741.8466796875,-53.92445373535156,-41.80169677734375,-28.079925537109375,-69.90280151367188
-148.82139587402344,38.310943603515625,-26.120574951171875,-43.649871826171875,43.848514556884766,21.461666107177734,-18.146942138671875,738.3770141601562,-54.791107177734375,-41.329345703125,-27.8238525390625,-68.79718017578125
-150.6479949951172,22.577667236328125,-28.191925048828125,-56.57318115234375,54.79069519042969,21.778564453125,-15.630706787109375,741.7344970703125,-54.38951110839844,-42.76690673828125,-14.880828857421875,-72.964111328125
-151.11080932617188,24.73626708984375,-25.32073974609375,-142.0133056640625,55.461368560791016,18.104751586914062,-13.953125,732.6895141601562,-49.12969970703125,-40.635894775390625,-29.606658935546875,-69.83268737792969
-156.37974548339844,32.847747802734375,-28.97833251953125,-89.70298767089844,48.0407829284668,20.634872436523438,-9.15667724609375,747.753662109375,-53.96681213378906,-44.845794677734375,-18.31005859375,-81.02383422851562
-179.52618408203125,37.55767822265625,-25.385833740234375,-98.43820190429688,42.975093841552734,20.355148315429688,-12.82708740234375,745.3276977539062,-51.95658874511719,-42.26568603515625,-18.43359375,-75.47811889648438
-164.10617065429688,40.89013671875,-26.92938232421875,-83.85469055175781,30.477588653564453,22.149641036987305,-16.617584228515625,752.544189453125,-55.31294250488281,-45.917724609375,-28.91619873046875,-75.93075561523438
-168.11143493652344,46.055267333984375,-27.202484130859375,-58.70159912109375,42.2111701965332,19.77338981628418,-17.896453857421875,747.462890625,-51.62080383300781,-46.68199157714844,-24.438140869140625,-71.17892456054688
-165.84519958496094,26.016204833984375,-27.9044189453125,-87.48980712890625,19.105012893676758,18.735549926757812,-16.47235107421875,740.3701171875,-51.49140930175781,-42.35577392578125,-20.527923583984375,-71.28271484375
-173.88006591796875,33.483001708984375,-30.566497802734375,-52.875762939453125,22.89385223388672,20.29520606994629,-17.485504150390625,755.12939453125,-50.925384521484375,-45.985260009765625,-32.182159423828125,-73.77651977539062
-166.9717559814453,36.360198974609375,-31.227630615234375,-79.74610900878906,7.635189056396484,17.364253997802734,-19.26458740234375,763.2420654296875,-58.02520751953125,-46.97137451171875,-27.88958740234375,-75.8238525390625
-154.32296752929688,31.667449951171875,-29.736968994140625,-96.9013671875,12.051379203796387,21.039508819580078,-16.964141845703125,745.1201171875,-55.69712829589844,-42.004791259765625,-37.48095703125,-71.45504760742188
-152.46031188964844,31.08087158203125,-26.13043212890625,-72.39639282226562,13.962958335876465,24.120986938476562,-9.2655029296875,736.4049072265625,-52.72303771972656,-39.2080078125,-37.57049560546875,-72.34817504882812
-155.13665771484375,39.2918701171875,-29.052642822265625,-108.26850891113281,27.199752807617188,21.942502975463867,-16.237640380859375,740.697021484375,-50.18524169921875,-39.240325927734375,-31.30133056640625,-73.43775939941406
-164.49154663085938,64.47027587890625,-27.801605224609375,-74.03349304199219,31.11817741394043,19.758127212524414,-18.75408935546875,747.5206298828125,-51.68507385253906,-46.19132995605469,-48.48985290527344,-70.56214904785156
-160.37298583984375,51.320037841796875,-27.47064208984375,-80.70944213867188,22.3489933013916,21.946727752685547,-16.14691162109375,736.4931030273438,-46.84577941894531,-39.21380615234375,-33.59088134765625,-74.20367431640625
-155.0665740966797,38.836334228515625,-28.346221923828125,-66.06910705566406,14.662834167480469,20.158594131469727,-20.69366455078125,735.642333984375,-48.938201904296875,-40.524169921875,-29.38751220703125,-67.19972229003906
-118.95811462402344,43.576995849609375,-28.440216064453125,-97.35726928710938,20.839426040649414,20.042024612426758,-16.2535400390625,731.44873046875,-53.98753356933594,-41.8380126953125,-42.29083251953125,-70.52182006835938
-156.7902374267578,19.953948974609375,-24.837615966796875,-49.62644958496094,11.135031700134277,18.488126754760742,-11.758453369140625,737.5177001953125,-54.57769775390625,-41.03326416015625,-40.5621337890625,-74.18519592285156
-170.50015258789062,29.785430908203125,-26.704315185546875,-45.79759216308594,11.188140869140625,19.61147689819336,-19.4375,750.9221801757812,-53.556396484375,-43.108673095703125,-17.640289306640625,-75.93522644042969
-164.59779357910156,30.21539306640625,-28.758819580078125,-23.32293701171875,7.494087219238281,18.814668655395508,-14.6748046875,748.4089965820312,-52.08079528808594,-43.7701416015625,-24.9482421875,-73.63551330566406
-156.48681640625,32.202301025390625,-28.66094970703125,-35.443267822265625,30.667861938476562,20.200199127197266,-17.427459716796875,741.2144775390625,-51.18426513671875,-44.87010192871094,-25.93121337890625,-71.40840148925781
-174.0199737548828,26.2406005859375,-29.742950439453125,-99.18782043457031,23.69391632080078,20.978740692138672,-18.098358154296875,756.951904296875,-52.74931335449219,-44.27806091308594,-26.58697509765625,-74.72673034667969
-168.69097900390625,19.64727783203125,-26.19110107421875,-59.78724670410156,11.757186889648438,20.64999771118164,-18.50970458984375,754.2894897460938,-56.49761962890625,-46.597869873046875,-8.550140380859375,-72.58883666992188
-182.62088012695312,23.10626220703125,-28.329833984375,-122.94084167480469,7.943630218505859,17.6101131439209,-15.266143798828125,755.9131469726562,-53.64195251464844,-45.157012939453125,-19.400299072265625,-74.03082275390625
-169.75888061523438,42.89239501953125,-30.567169189453125,-77.86181640625,9.229753494262695,18.998842239379883,-22.19879150390625,752.3112182617188,-50.6685791015625,-42.383575439453125,-19.493194580078125,-71.78912353515625
-162.2743682861328,58.60162353515625,-27.2303466796875,-29.981170654296875,5.536947250366211,18.255760192871094,-15.607208251953125,739.6148681640625,-49.58049011230469,-42.71380615234375,-34.920562744140625,-74.0810546875
-159.91708374023438,41.933441162109375,-24.6793212890625,-61.33558654785156,6.635961055755615,18.970687866210938,-18.699310302734375,735.9772338867188,-53.56486511230469,-40.8350830078125,-23.886993408203125,-64.57766723632812
-149.44247436523438,37.34857177734375,-28.318695068359375,-47.908538818359375,17.130718231201172,18.116785049438477,-19.75250244140625,737.6803588867188,-53.08390808105469,-42.337890625,-43.640228271484375,-65.89019775390625
-166.31015014648438,47.30328369140625,-30.64996337890625,-39.939422607421875,6.297614097595215,16.34220314025879,-20.41009521484375,747.9486083984375,-51.88824462890625,-44.93846130371094,-19.64923095703125,-70.86814880371094
-170.83702087402344,60.778472900390625,-28.80865478515625,-93.58653259277344,8.592564582824707,19.473840713500977,-12.38299560546875,752.7672119140625,-54.41621398925781,-46.08396911621094,-39.823516845703125,-75.8232421875
-178.54788208007812,-0.777313232421875,-29.456756591796875,-103.223876953125,13.971121788024902,19.747432708740234,-10.4576416015625,764.8948974609375,-56.63652038574219,-47.15167236328125,3.867431640625,-78.58572387695312
-159.64646911621094,26.7354736328125,-27.8272705078125,-34.72540283203125,8.4092435836792,18.751873016357422,-20.385772705078125,747.1102294921875,-54.75459289550781,-44.982208251953125,-11.7354736328125,-70.54753112792969
-150.81491088867188,35.868316650390625,-29.8974609375,-145.72738647460938,32.170780181884766,20.31024932861328,-22.104644775390625,761.4451904296875,-57.52081298828125,-49.091278076171875,-36.56683349609375,-78.22096252441406
-170.1087188720703,24.43023681640625,-28.06341552734375,-109.36067199707031,37.992835998535156,20.446914672851562,-19.7554931640625,746.1364135742188,-50.996368408203125,-45.11738586425781,-27.94580078125,-67.4913330078125
-148.54730224609375,41.7568359375,-27.679473876953125,-116.52165222167969,35.33900833129883,21.89695167541504,-15.760101318359375,741.1658935546875,-52.742706298828125,-41.720672607421875,-25.507354736328125,-73.09384155273438
-169.2484893798828,52.08984375,-27.322906494140625,-71.64935302734375,34.32880783081055,19.515769958496094,-12.4139404296875,753.0391845703125,-56.63032531738281,-46.9991455078125,-51.180572509765625,-75.3878173828125
-157.51620483398438,14.81787109375,-31.774749755859375,-86.09532165527344,37.984378814697266,18.96955108642578,-19.12890625,759.7281494140625,-52.86578369140625,-49.22282409667969,-21.055419921875,-77.75811767578125
-147.9803466796875,43.148590087890625,-28.591156005859375,-63.92181396484375,35.70538330078125,19.38175392150879,-12.166717529296875,734.0189208984375,-51.06086730957031,-37.953857421875,-41.527679443359375,-72.1341552734375
-168.83685302734375,21.12615966796875,-29.75958251953125,-66.74351501464844,18.28474998474121,19.179624557495117,-18.9161376953125,756.2991943359375,-57.12091064453125,-45.446044921875,-14.665557861328125,-73.68318176269531
-157.61380004882812,16.1842041015625,-28.98602294921875,-61.58845520019531,17.256732940673828,20.29487419128418,-19.662689208984375,750.427490234375,-55.16033935546875,-45.45686340332031,-1.304962158203125,-70.175048828125
-138.7848663330078,65.72686767578125,-28.718475341796875,-143.97373962402344,29.802146911621094,19.208702087402344,-22.60595703125,734.9869995117188,-49.846954345703125,-42.182464599609375,-43.345001220703125,-67.58442687988281
-172.6790771484375,40.5650634765625,-30.2615966796875,-87.7789306640625,9.630698204040527,20.144094467163086,-15.418487548828125,759.1888427734375,-55.22941589355469,-48.659820556640625,-9.95849609375,-75.51606750488281
-160.15213012695312,38.619781494140625,-28.39862060546875,-106.83778381347656,9.271489143371582,20.718273162841797,-10.504150390625,741.1834716796875,-52.96588134765625,-42.72320556640625,-42.876678466796875,-69.22653198242188
-173.54525756835938,43.816986083984375,-29.798614501953125,-78.98443603515625,14.504868507385254,18.847339630126953,-14.620391845703125,747.3850708007812,-50.33238220214844,-41.10150146484375,-26.93634033203125,-74.93154907226562
-167.62611389160156,19.035888671875,-29.812591552734375,-78.819580078125,16.566226959228516,22.076507568359375,-18.25677490234375,751.5509033203125,-54.379547119140625,-42.099639892578125,-4.53778076171875,-70.76296997070312
-167.3862762451172,9.8287353515625,-27.397369384765625,-95.50373840332031,13.916280746459961,20.144603729248047,-12.7991943359375,739.9711303710938,-52.3663330078125,-40.297607421875,-31.303680419921875,-66.75518798828125
-148.80667114257812,28.35101318359375,-25.398345947265625,-136.21884155273438,15.05631160736084,22.357389450073242,-12.555084228515625,732.832275390625,-47.882080078125,-40.26153564453125,-15.98712158203125,-74.02156066894531
-165.98236083984375,23.2828369140625,-21.882904052734375,-106.95599365234375,12.677328109741211,21.370927810668945,-9.989990234375,728.2007446289062,-51.453338623046875,-39.61822509765625,-32.409912109375,-63.65704345703125
-146.67901611328125,46.893890380859375,-29.65020751953125,-42.191619873046875,11.977347373962402,19.40318489074707,-20.38897705078125,736.591552734375,-52.68608093261719,-44.41239929199219,-14.37493896484375,-69.02587890625
-159.19552612304688,44.23809814453125,-25.4371337890625,-33.946746826171875,10.781554222106934,18.111316680908203,-15.541046142578125,738.5382080078125,-50.7091064453125,-41.338592529296875,-27.898101806640625,-74.58572387695312
-164.0792694091797,16.735565185546875,-29.46807861328125,-63.422637939453125,7.310646057128906,20.22661781311035,-15.276611328125,750.6657104492188,-53.56169128417969,-43.5640869140625,-10.18115234375,-74.23297119140625
-157.2674560546875,28.535064697265625,-27.89959716796875,-84.07955932617188,15.927971839904785,20.614717483520508,-12.859161376953125,747.4701538085938,-53.98345947265625,-43.538116455078125,-11.115570068359375,-75.28901672363281
-151.6859130859375,13.44439697265625,-25.593658447265625,-73.16786193847656,32.16400909423828,20.14739990234375,-13.629150390625,728.3565673828125,-48.59938049316406,-38.71063232421875,-22.36700439453125,-68.81082153320312
-156.83729553222656,54.297088623046875,-27.373504638671875,-92.42161560058594,29.62642478942871,19.41925811767578,-18.9127197265625,732.3382568359375,-50.371307373046875,-40.7525634765625,-39.169158935546875,-65.40904235839844
-170.8006134033203,32.4095458984375,-27.221221923828125,-72.33790588378906,27.407289505004883,20.637001037597656,-14.081390380859375,749.2142333984375,-54.97650146484375,-44.42454528808594,-19.744110107421875,-71.04618835449219
-163.339111328125,36.161376953125,-28.48052978515625,-90.90544128417969,11.572220802307129,20.087852478027344,-15.549774169921875,746.0850219726562,-49.884735107421875,-44.60636901855469,-31.45391845703125,-73.29182434082031
-144.62649536132812,8.76708984375,-28.363433837890625,-154.0183868408203,11.96212100982666,18.770999908447266,-9.576995849609375,734.9545288085938,-50.90141296386719,-40.75732421875,-35.76873779296875,-68.59300231933594
-162.25270080566406,46.145477294921875,-28.505706787109375,-134.63653564453125,5.781475067138672,17.81817054748535,-17.115936279296875,754.3445434570312,-55.18592834472656,-46.65040588378906,-34.698516845703125,-73.3677978515625
-161.86524963378906,45.02752685546875,-30.654083251953125,-118.96734619140625,7.884332180023193,20.672786712646484,-17.3358154296875,757.0160522460938,-56.04486083984375,-48.32270812988281,-37.8873291015625,-74.96598815917969
-180.64309692382812,15.158355712890625,-30.784942626953125,-108.01539611816406,12.38808536529541,19.700057983398438,-14.617950439453125,763.8150024414062,-53.317779541015625,-47.58660888671875,-9.514617919921875,-78.74972534179688
-172.6302947998047,48.262298583984375,-29.518951416015625,-98.25483703613281,7.69187068939209,19.090126037597656,-12.04510498046875,756.187255859375,-52.23014831542969,-47.26951599121094,-32.79852294921875,-77.10064697265625
-164.0744171142578,45.51422119140625,-29.3994140625,-98.58175659179688,16.97060775756836,20.947996139526367,-16.38140869140625,742.4505615234375,-51.869140625,-41.009246826171875,-27.123687744140625,-72.08718872070312
-161.5321807861328,12.987762451171875,-32.259002685546875,-73.43402099609375,14.240675926208496,18.668764114379883,-15.208709716796875,756.4993286132812,-55.257110595703125,-44.34706115722656,-13.506195068359375,-72.91215515136719
-162.67434692382812,31.458343505859375,-29.707977294921875,-24.84661865234375,20.483442306518555,19.238784790039062,-18.146728515625,755.8592529296875,-56.32403564453125,-47.73707580566406,-34.15911865234375,-73.47024536132812
-166.5166778564453,16.81805419921875,-27.488067626953125,3.434051513671875,14.481932640075684,17.955856323242188,-21.27593994140625,733.6336669921875,-46.74931335449219,-39.66180419921875,-20.933380126953125,-66.3856201171875
-174.3320770263672,56.698394775390625,-28.454742431640625,-151.1031494140625,17.3289794921875,19.079204559326172,-10.58740234375,757.5455322265625,-53.793243408203125,-46.90498352050781,-50.583587646484375,-75.82861328125
-154.0093231201172,33.942352294921875,-25.08154296875,-78.29566955566406,13.470836639404297,19.076705932617188,-17.18450927734375,738.4395751953125,-52.76312255859375,-40.30450439453125,-24.97479248046875,-71.67568969726562
-156.86492919921875,47.730560302734375,-27.712799072265625,-66.00482177734375,13.773893356323242,21.852996826171875,-14.598358154296875,744.3051147460938,-57.73127746582031,-45.40509033203125,-34.563812255859375,-70.12408447265625
-162.0663299560547,59.29571533203125,-26.770843505859375,-38.19207763671875,18.765792846679688,20.693439483642578,-17.712615966796875,739.27099609375,-49.87345886230469,-42.195648193359375,-42.072418212890625,-71.09498596191406
-141.31906127929688,22.75665283203125,-29.16217041015625,-87.84123229980469,21.863271713256836,19.402828216552734,-9.498321533203125,738.8633422851562,-51.23846435546875,-42.0006103515625,-22.809356689453125,-78.13595581054688
-170.4247283935547,22.9984130859375,-27.353057861328125,-35.01318359375,20.489471435546875,21.024036407470703,-16.065826416015625,742.42919921875,-51.593841552734375,-40.795196533203125,-37.83172607421875,-69.38754272460938
-146.11244201660156,37.89654541015625,-28.115447998046875,-90.22013854980469,29.757516860961914,19.555036544799805,-18.49169921875,750.123291015625,-57.385528564453125,-46.670562744140625,-23.915252685546875,-75.45481872558594
-176.0042724609375,15.03948974609375,-27.249542236328125,-68.55165100097656,20.445873260498047,19.231584548950195,-20.192413330078125,753.575927734375,-56.00840759277344,-45.18499755859375,1.250701904296875,-71.21379089355469
-176.51150512695312,21.141876220703125,-25.731048583984375,-19.94317626953125,34.34220504760742,21.28799057006836,-13.657073974609375,746.0796508789062,-54.509033203125,-42.95721435546875,-20.60552978515625,-69.37643432617188
-159.45233154296875,35.843292236328125,-25.7412109375,3.69989013671875,27.098072052001953,20.762556076049805,-13.4683837890625,734.12744140625,-54.35765075683594,-39.339019775390625,-38.0557861328125,-68.88232421875
-163.4647674560547,27.279510498046875,-26.743011474609375,-24.246002197265625,34.10694885253906,19.697546005249023,-14.514404296875,741.5438232421875,-53.513641357421875,-42.502593994140625,-22.3968505859375,-72.25459289550781
-153.25161743164062,9.48687744140625,-28.503631591796875,-72.49919128417969,16.063854217529297,19.548114776611328,-19.0072021484375,751.9585571289062,-53.889801025390625,-46.791595458984375,-23.978302001953125,-77.74235534667969
-142.20098876953125,48.383270263671875,-27.611328125,-119.95292663574219,4.313777446746826,17.746671676635742,-19.007568359375,738.0908203125,-54.832366943359375,-40.8189697265625,-26.228485107421875,-70.4293212890625
-148.13357543945312,39.307342529296875,-28.7979736328125,-95.12164306640625,14.094908714294434,19.994272232055664,-23.59521484375,738.9981079101562,-52.10858154296875,-45.14349365234375,-35.221527099609375,-63.78706359863281
-175.93106079101562,32.462860107421875,-29.69769287109375,-97.56376647949219,25.691823959350586,20.690353393554688,-17.37982177734375,763.1477661132812,-55.257049560546875,-46.07258605957031,-30.736358642578125,-77.7054443359375
-167.2965850830078,32.83148193359375,-26.371124267578125,-43.70501708984375,23.0107421875,20.495380401611328,-20.627960205078125,742.3110961914062,-53.78752136230469,-38.844757080078125,-19.6485595703125,-67.92318725585938
-169.78077697753906,51.65179443359375,-26.04327392578125,-59.42608642578125,34.95210647583008,21.110610961914062,-17.838897705078125,740.88037109375,-52.90156555175781,-39.914947509765625,-30.78314208984375,-68.06991577148438
-185.11398315429688,13.255401611328125,-27.982666015625,-45.64582824707031,35.147769927978516,19.447120666503906,-13.865936279296875,751.2619018554688,-53.28019714355469,-40.700775146484375,3.495452880859375,-72.171142578125
-146.509521484375,15.989898681640625,-25.371734619140625,-147.67848205566406,24.704795837402344,21.38703727722168,-13.0958251953125,734.5712890625,-49.945281982421875,-40.76824951171875,-30.704681396484375,-71.07978820800781
-150.53936767578125,36.80267333984375,-29.154571533203125,-106.3544921875,16.619556427001953,18.848339080810547,-15.892059326171875,742.9940185546875,-51.54132080078125,-44.28363037109375,-33.119140625,-71.27268981933594
-171.74095153808594,29.43438720703125,-27.03179931640625,-99.03340148925781,4.255247592926025,16.731624603271484,-18.189422607421875,749.594970703125,-52.09967041015625,-43.9119873046875,-23.5247802734375,-73.35514831542969
-152.0386962890625,12.6895751953125,-31.424407958984375,-82.9263916015625,7.423859119415283,19.581268310546875,-20.8228759765625,749.0048828125,-53.247161865234375,-43.0849609375,-7.7318115234375,-74.31532287597656
-159.67715454101562,45.230010986328125,-26.81781005859375,-53.330474853515625,23.98295783996582,20.979248046875,-12.611968994140625,740.5992431640625,-55.312103271484375,-41.981964111328125,-23.449615478515625,-71.294189453125
-151.62855529785156,47.488128662109375,-26.188751220703125,-84.36146545410156,7.803508281707764,18.647600173950195,-17.22540283203125,728.912841796875,-51.5303955078125,-37.183258056640625,-34.658111572265625,-65.03549194335938
-150.1833038330078,14.67901611328125,-28.2216796875,-76.736083984375,18.387311935424805,21.964763641357422,-15.88861083984375,734.2415771484375,-47.9898681640625,-43.92816162109375,-3.81805419921875,-71.80885314941406
-157.9139404296875,33.639892578125,-26.724517822265625,-113.47441101074219,6.896274566650391,19.05760955810547,-8.49267578125,744.1862182617188,-55.7940673828125,-46.039794921875,-25.517120361328125,-74.37901306152344
-179.1871337890625,38.144439697265625,-27.97979736328125,-12.58489990234375,11.982555389404297,19.2087345123291,-16.472015380859375,751.99658203125,-54.628143310546875,-42.9774169921875,-13.9482421875,-72.25225830078125
-140.4839324951172,36.54541015625,-29.86798095703125,-67.43376159667969,17.9117374420166,20.772533416748047,-23.331817626953125,749.5599975585938,-57.92048645019531,-44.613006591796875,-11.1705322265625,-73.32997131347656
-159.14942932128906,42.1656494140625,-29.096160888671875,-87.46435546875,26.342994689941406,17.395626068115234,-19.92706298828125,745.796142578125,-53.22520446777344,-44.503692626953125,-26.02301025390625,-68.20491027832031
-164.12152099609375,42.073516845703125,-28.6885986328125,-67.62367248535156,7.4109883308410645,20.01215362548828,-14.975555419921875,748.4447021484375,-54.019775390625,-42.282684326171875,-15.97967529296875,-75.14276123046875
-166.33177185058594,49.12109375,-26.44610595703125,-92.66264343261719,4.324400424957275,17.5460262298584,-10.104583740234375,747.2218627929688,-51.09819030761719,-45.159820556640625,-30.860687255859375,-81.48490905761719
-142.9252471923828,34.470367431640625,-25.382354736328125,-84.13003540039062,12.395776748657227,21.46407127380371,-21.308441162109375,733.5570678710938,-50.384490966796875,-40.53515625,-22.043548583984375,-70.91720581054688
-138.82183837890625,59.70404052734375,-25.77545166015625,-140.38140869140625,7.521622657775879,20.98135757446289,-13.396820068359375,727.9954833984375,-51.073699951171875,-38.276275634765625,-44.78038024902344,-70.63252258300781
-159.00845336914062,34.930938720703125,-30.844818115234375,-104.99942016601562,7.601031303405762,18.183849334716797,-19.2921142578125,749.3004150390625,-53.2027587890625,-45.5247802734375,-22.113555908203125,-72.15965270996094
