e_C,e_Al,e_Ni,e_V,nu,sigma,e_Si,e_0,e_Cr,e_Mo,e_Co,e_Mn
-168.8973388671875,17.5159912109375,-27.07147216796875,-88.81326293945312,66.52214050292969,20.307193756103516,-13.19439697265625,746.213134765625,-52.85595703125,-42.57427978515625,-21.95782470703125,-71.00509643554688
-158.8640594482422,51.9324951171875,-26.508941650390625,-38.629791259765625,54.94403076171875,18.505826950073242,-20.58056640625,732.278564453125,-50.67340087890625,-39.277618408203125,-40.0196533203125,-65.59286499023438
-160.20863342285156,50.8887939453125,-31.20867919921875,-41.00567626953125,31.212827682495117,21.535171508789062,-15.56396484375,748.8014526367188,-52.209197998046875,-46.94879150390625,-53.7191162109375,-70.55549621582031
-172.16610717773438,29.4097900390625,-29.1817626953125,-48.80479431152344,28.9619083404541,19.113433837890625,-8.821075439453125,746.647705078125,-51.23939514160156,-42.40081787109375,-30.4559326171875,-73.817626953125
-155.8993377685547,14.83734130859375,-27.681671142578125,-45.71751403808594,25.60480499267578,18.616588592529297,-16.527435302734375,743.550537109375,-52.57965087890625,-43.7628173828125,-11.02197265625,-71.58267211914062
-153.0559539794922,35.20452880859375,-30.42669677734375,-98.61021423339844,18.57223892211914,20.220741271972656,-10.475372314453125,751.1018676757812,-52.33355712890625,-43.557281494140625,-29.092529296875,-82.06015014648438
-157.23858642578125,47.465057373046875,-28.595794677734375,-5.394195556640625,27.065126419067383,20.486425399780273,-28.0594482421875,740.441650390625,-53.164703369140625,-42.07708740234375,-29.983734130859375,-62.962982177734375
-160.5647430419922,31.58587646484375,-29.65625,-23.809814453125,13.195416450500488,19.975492477416992,-9.700836181640625,756.2957763671875,-57.01277160644531,-46.8460693359375,-18.689117431640625,-80.59640502929688
-136.5100860595703,34.353729248046875,-25.64776611328125,-12.81219482421875,16.198638916015625,19.543182373046875,-16.0726318359375,729.1268310546875,-54.433807373046875,-42.275115966796875,-18.721954345703125,-70.00933837890625
-146.20709228515625,50.14678955078125,-27.2901611328125,-53.51649475097656,18.14033317565918,20.18990707397461,-15.478485107421875,734.6109008789062,-51.753814697265625,-42.695037841796875,-32.433502197265625,-71.19326782226562
-160.3153839111328,61.642425537109375,-28.77935791015625,-57.18479919433594,21.065082550048828,19.772558212280273,-14.343170166015625,745.045166015625,-54.1051025390625,-44.632171630859375,-18.733306884765625,-75.83329772949219
-171.29693603515625,32.942169189453125,-28.907623291015625,-65.65229797363281,11.854659080505371,18.81222915649414,-12.572021484375,751.5479125976562,-52.7822265625,-45.81468200683594,-20.595306396484375,-79.1534423828125
-148.521728515625,28.151397705078125,-27.689666748046875,-99.80062866210938,14.5603609085083,21.772262573242188,-13.740325927734375,750.47998046875,-58.30427551269531,-44.42193603515625,-22.4188232421875,-75.80117797851562
-161.77833557128906,40.492584228515625,-26.7374267578125,-71.0211181640625,17.265058517456055,20.034587860107422,-11.59576416015625,740.3307495117188,-52.006072998046875,-43.00457763671875,-35.709381103515625,-72.94461059570312
-144.82566833496094,48.03009033203125,-29.692413330078125,-54.095489501953125,20.482105255126953,19.47771453857422,-21.30841064453125,739.5499267578125,-52.194854736328125,-43.1026611328125,-53.437164306640625,-69.52210998535156
-152.28848266601562,61.392059326171875,-31.395904541015625,-104.46946716308594,26.04018211364746,20.377094268798828,-20.505584716796875,753.9627685546875,-55.62921142578125,-46.586883544921875,-54.733245849609375,-71.5087890625
-177.46791076660156,10.282867431640625,-30.62457275390625,-54.94798278808594,13.73486328125,19.692523956298828,-16.053436279296875,754.5109252929688,-53.28507995605469,-44.1962890625,-3.43841552734375,-74.58908081054688
-167.91905212402344,9.468505859375,-27.14666748046875,-46.83680725097656,10.353078842163086,19.0573787689209,-14.284576416015625,752.5289306640625,-55.271697998046875,-45.157684326171875,0.130401611328125,-78.92707824707031
-164.86940002441406,43.968658447265625,-27.92578125,-82.89656066894531,8.372262001037598,19.361003875732422,-18.639678955078125,745.8114624023438,-53.52101135253906,-42.413665771484375,-16.51751708984375,-67.69725036621094
-146.52688598632812,62.793365478515625,-26.8623046875,-113.41665649414062,29.428550720214844,19.83867073059082,-16.28302001953125,734.8176879882812,-49.28485107421875,-40.195770263671875,-38.37158203125,-70.9073486328125
-164.75259399414062,17.065582275390625,-29.159149169921875,-90.66682434082031,8.769120216369629,17.90500259399414,-16.50653076171875,754.4359741210938,-55.02671813964844,-46.04510498046875,-24.028472900390625,-73.95022583007812
-161.6026611328125,26.435516357421875,-29.5250244140625,-148.10061645507812,8.191431045532227,19.31886100769043,-17.08447265625,755.8433837890625,-52.841827392578125,-46.51161193847656,-13.76971435546875,-76.8695068359375
-158.03631591796875,64.64102172851562,-27.052215576171875,-113.45243835449219,16.688735961914062,19.32968521118164,-18.873870849609375,742.9239501953125,-52.27642822265625,-43.923797607421875,-42.377044677734375,-67.47467041015625
-190.6671600341797,17.173919677734375,-30.56103515625,-70.48818969726562,21.03892707824707,19.98723030090332,-7.680084228515625,772.8079833984375,-58.376007080078125,-48.687835693359375,-6.210479736328125,-85.57640075683594
-186.1352996826172,18.3538818359375,-29.5323486328125,-51.60707092285156,17.909536361694336,20.408390045166016,-13.846435546875,756.9701538085938,-56.177001953125,-45.04669189453125,-8.391815185546875,-71.81564331054688
-156.76263427734375,36.50213623046875,-25.610504150390625,-89.87983703613281,39.22462463378906,20.089265823364258,-12.84600830078125,742.5699462890625,-57.12550354003906,-44.07557678222656,-23.251190185546875,-71.41300964355469
-185.30258178710938,40.876861572265625,-27.645782470703125,-72.22439575195312,20.99462127685547,19.38172149658203,-14.1513671875,744.9161376953125,-48.027130126953125,-42.9080810546875,-15.7850341796875,-72.295166015625
-151.63046264648438,32.698638916015625,-26.604461669921875,-111.86788940429688,22.343868255615234,19.081382751464844,-13.866119384765625,735.7910766601562,-47.46757507324219,-41.01171875,-38.59368896484375,-76.45796203613281
-157.02700805664062,59.019287109375,-28.7252197265625,-42.32891845703125,16.334169387817383,17.930068969726562,-15.18841552734375,746.69287109375,-51.9761962890625,-44.743194580078125,-32.343475341796875,-74.54486083984375
-164.70770263671875,13.518829345703125,-26.055816650390625,-102.88664245605469,21.657480239868164,22.339637756347656,-12.840972900390625,741.334228515625,-51.50404357910156,-44.2366943359375,-18.929412841796875,-74.51786804199219
-182.2007293701172,31.20843505859375,-27.33123779296875,-106.58697509765625,17.029050827026367,20.290531158447266,-16.730743408203125,756.337646484375,-49.92546081542969,-45.969940185546875,-8.577972412109375,-78.48365783691406
-139.74746704101562,33.805877685546875,-29.378204345703125,-72.18516540527344,10.4327392578125,19.675884246826172,-13.74737548828125,737.5736694335938,-54.936920166015625,-42.733612060546875,-28.37933349609375,-69.48492431640625
-138.31170654296875,28.550933837890625,-29.22308349609375,-88.84718322753906,13.536428451538086,18.0018310546875,-17.99688720703125,737.1485595703125,-52.29103088378906,-39.742401123046875,-32.552825927734375,-69.41163635253906
-165.77056884765625,33.2559814453125,-26.902984619140625,-62.57212829589844,6.816425800323486,16.68447494506836,-18.18670654296875,738.6748657226562,-52.1807861328125,-40.239013671875,-19.42596435546875,-67.1605224609375
-150.08169555664062,57.0418701171875,-28.274566650390625,-69.13032531738281,16.950477600097656,19.696483612060547,-21.35400390625,734.9620361328125,-49.35858154296875,-44.083984375,-33.49249267578125,-67.52584838867188
-175.9205322265625,34.805419921875,-30.420654296875,-44.000152587890625,26.93802261352539,20.39082145690918,-17.147430419921875,759.1904296875,-53.00480651855469,-46.93568420410156,-27.742645263671875,-75.30317687988281
-175.8040771484375,45.48748779296875,-27.99737548828125,-69.2615966796875,29.031896591186523,20.077835083007812,-20.958160400390625,757.4708862304688,-55.856842041015625,-47.05921936035156,-28.362396240234375,-73.932373046875
-172.072509765625,21.495880126953125,-25.57342529296875,-77.38876342773438,20.196861267089844,21.55052947998047,-10.186065673828125,735.2933349609375,-51.209564208984375,-37.434844970703125,-30.138580322265625,-65.82589721679688
-154.34109497070312,30.201751708984375,-27.728973388671875,-58.45478820800781,16.671018600463867,19.2370548248291,-20.86376953125,738.3147583007812,-53.655548095703125,-44.24932861328125,-24.35546875,-65.6517333984375
-152.30010986328125,50.680938720703125,-28.78753662109375,-68.59446716308594,15.529805183410645,20.760549545288086,-17.446014404296875,737.5865478515625,-52.065460205078125,-40.37689208984375,-29.994842529296875,-74.67999267578125
-161.3258514404297,27.28173828125,-28.27020263671875,-81.89474487304688,37.73995590209961,19.597820281982422,-11.689544677734375,742.6950073242188,-52.18623352050781,-42.400390625,-27.303009033203125,-69.93734741210938
-163.3124237060547,73.29641723632812,-30.414398193359375,-125.89065551757812,4.955260276794434,18.429048538208008,-20.505828857421875,751.1622314453125,-52.33747863769531,-44.42010498046875,-20.21319580078125,-74.81181335449219
-149.5569305419922,18.780120849609375,-30.547576904296875,-76.79873657226562,10.64901065826416,18.56351661682129,-15.199127197265625,748.9848022460938,-52.22917175292969,-46.36811828613281,-19.21600341796875,-75.85696411132812
-178.85159301757812,31.18585205078125,-29.759063720703125,-103.65493774414062,17.57392692565918,19.97638511657715,-11.559112548828125,753.7120361328125,-53.82450866699219,-39.383575439453125,-15.6656494140625,-74.26026916503906
-158.53526306152344,52.913299560546875,-29.20458984375,-79.40214538574219,19.69856071472168,19.478893280029297,-17.85791015625,752.5159912109375,-54.29252624511719,-45.32060241699219,-26.36224365234375,-75.97561645507812
-171.47994995117188,12.109161376953125,-25.275634765625,-25.561859130859375,13.201528549194336,21.55824089050293,-13.023529052734375,735.4415283203125,-49.83238220214844,-38.5828857421875,-18.64312744140625,-72.46339416503906
-169.34945678710938,18.7142333984375,-29.48016357421875,-42.0264892578125,13.681045532226562,21.15264892578125,-15.12591552734375,747.3513793945312,-53.15386962890625,-41.189849853515625,-18.753173828125,-71.03546142578125
-164.14634704589844,51.6629638671875,-28.32855224609375,-118.52427673339844,10.689505577087402,18.153522491455078,-18.8192138671875,752.0440063476562,-53.80491638183594,-42.939544677734375,-16.30029296875,-73.56379699707031
-157.9744415283203,51.29541015625,-30.02001953125,-122.05079650878906,19.421283721923828,20.021087646484375,-14.03375244140625,753.3148193359375,-55.412689208984375,-45.01287841796875,-20.567657470703125,-76.75225830078125
-162.07608032226562,23.4814453125,-28.748626708984375,-76.93031311035156,19.3519344329834,18.983335494995117,-16.228424072265625,743.133056640625,-50.79295349121094,-43.009490966796875,-23.140838623046875,-69.34332275390625
-160.23524475097656,23.311737060546875,-30.582305908203125,-103.04801940917969,17.40983772277832,19.483257293701172,-14.672637939453125,741.3485717773438,-50.62251281738281,-42.429473876953125,8.061614990234375,-69.62452697753906
-186.52105712890625,68.70614624023438,-31.806488037109375,-35.132354736328125,20.721839904785156,19.34735870361328,-18.1483154296875,767.6087646484375,-54.386505126953125,-48.46685791015625,-27.408294677734375,-76.65731811523438
-161.3000946044922,40.54669189453125,-30.137359619140625,-46.08625793457031,28.243000030517578,20.203542709350586,-11.51318359375,749.6246337890625,-55.09130859375,-44.58824157714844,-22.199737548828125,-76.54449462890625
-172.97251892089844,35.358642578125,-27.3017578125,-96.16603088378906,27.127300262451172,20.95583724975586,-16.932525634765625,746.2373046875,-49.31768798828125,-43.64642333984375,-28.101654052734375,-71.34983825683594
-149.6049346923828,27.35498046875,-28.4013671875,-157.5926513671875,18.911291122436523,18.524709701538086,-13.35260009765625,743.1929931640625,-53.504150390625,-42.058441162109375,-38.9190673828125,-72.72509765625
-136.20008850097656,41.93341064453125,-27.705596923828125,-119.77223205566406,8.301486015319824,17.843162536621094,-18.84307861328125,724.6827392578125,-49.30586242675781,-38.980194091796875,-36.593231201171875,-66.20021057128906
-170.90274047851562,30.33599853515625,-30.25018310546875,-78.91889953613281,12.69467544555664,19.86564064025879,-16.27001953125,748.6004028320312,-50.67724609375,-42.80987548828125,-21.15948486328125,-74.21598815917969
-177.3849639892578,16.47821044921875,-25.96136474609375,-29.20416259765625,26.401134490966797,20.2322940826416,-8.917205810546875,745.2761840820312,-54.53224182128906,-42.236480712890625,-7.482147216796875,-71.8035888671875
-165.82427978515625,28.031036376953125,-25.553009033203125,-2.831298828125,24.241296768188477,21.974395751953125,-10.6533203125,735.4896240234375,-53.144378662109375,-39.9891357421875,-14.914398193359375,-69.88873291015625
-152.20895385742188,69.52593994140625,-30.002166748046875,-85.3480224609375,20.912874221801758,19.6982479095459,-14.070526123046875,747.26171875,-52.2808837890625,-46.27302551269531,-44.19218444824219,-74.228759765625
-181.12428283691406,33.740478515625,-27.4705810546875,-88.04997253417969,21.299161911010742,20.513099670410156,-15.702423095703125,754.9326171875,-51.81001281738281,-45.52244567871094,-24.003326416015625,-72.9683837890625
-162.44017028808594,18.397674560546875,-27.85382080078125,-84.97380065917969,7.606018543243408,18.325475692749023,-14.9046630859375,753.494384765625,-53.14642333984375,-45.04475402832031,-21.81298828125,-73.99801635742188
-177.84628295898438,61.86944580078125,-27.369476318359375,-13.601959228515625,12.206153869628906,22.63459014892578,-17.16265869140625,743.9599609375,-53.89006042480469,-43.557708740234375,-33.317657470703125,-69.50517272949219
-165.18727111816406,21.07611083984375,-29.849456787109375,-7.709930419921875,6.826500415802002,21.436656951904297,-26.1513671875,749.7057495117188,-53.71186828613281,-44.00444030761719,-2.24908447265625,-68.53302001953125
-183.51634216308594,47.242950439453125,-27.958221435546875,-87.02516174316406,15.284350395202637,21.056015014648438,-14.77117919921875,757.2803344726562,-52.74652099609375,-43.638153076171875,-36.071197509765625,-73.84619140625
-191.73025512695312,60.8316650390625,-29.377410888671875,-20.808441162109375,9.328845024108887,18.504026412963867,-13.4586181640625,760.635009765625,-55.98463439941406,-47.30671691894531,-36.366851806640625,-71.97172546386719
-175.43544006347656,29.38238525390625,-30.2548828125,-50.01615905761719,14.922358512878418,19.356277465820312,-14.5054931640625,755.6160278320312,-54.006134033203125,-45.06623840332031,-28.514251708984375,-75.46994018554688
-171.0386962890625,22.0013427734375,-29.288726806640625,-45.621978759765625,31.596923828125,22.445650100708008,-17.7066650390625,749.0082397460938,-53.057830810546875,-43.623443603515625,-14.817291259765625,-72.30162048339844
-173.45077514648438,37.877899169921875,-31.37286376953125,-45.57353210449219,12.029589653015137,21.642898559570312,-16.830322265625,770.8704223632812,-62.39131164550781,-51.34173583984375,-15.6546630859375,-75.99617004394531
-151.53378295898438,54.66070556640625,-29.930419921875,-87.78688049316406,15.797101020812988,18.188905715942383,-16.620361328125,747.0103759765625,-52.28807067871094,-42.960662841796875,-37.5452880859375,-74.38372802734375
-161.369384765625,45.746337890625,-27.72259521484375,-13.72198486328125,24.684537887573242,17.70901107788086,-16.748504638671875,747.2105712890625,-54.97358703613281,-44.42887878417969,-25.871826171875,-73.8604736328125
-161.8224639892578,35.61651611328125,-29.22412109375,-77.36990356445312,17.567718505859375,19.820945739746094,-9.439788818359375,745.0157470703125,-53.37785339355469,-43.85748291015625,-21.8546142578125,-71.52297973632812
-170.055908203125,33.978118896484375,-26.9962158203125,-103.41654968261719,21.78802490234375,19.785863876342773,-12.63934326171875,744.8876953125,-51.58265686035156,-44.417510986328125,-18.763214111328125,-73.05589294433594
-154.41940307617188,73.35562133789062,-28.781341552734375,-102.20677185058594,26.20013999938965,22.239295959472656,-12.295867919921875,747.3939208984375,-50.734130859375,-43.425689697265625,-22.23712158203125,-80.0108642578125
-157.42242431640625,37.583038330078125,-29.30712890625,-52.951324462890625,27.146717071533203,18.806819915771484,-27.03643798828125,741.1720581054688,-52.45787048339844,-40.666595458984375,-32.19964599609375,-63.17314147949219
-136.09634399414062,34.741973876953125,-29.665283203125,-92.58253479003906,31.751873016357422,19.854869842529297,-11.319549560546875,741.2171020507812,-54.28981018066406,-42.66912841796875,-32.3681640625,-78.05340576171875
-178.78819274902344,29.771942138671875,-29.0103759765625,-88.78309631347656,22.133604049682617,20.541561126708984,-22.99755859375,753.22314453125,-53.057647705078125,-43.899871826171875,-6.249542236328125,-70.9085693359375
-139.56561279296875,45.758392333984375,-26.8223876953125,-38.6063232421875,11.527975082397461,18.39816665649414,-10.203155517578125,734.5531616210938,-52.778778076171875,-43.713470458984375,-28.9156494140625,-75.40370178222656
-188.19821166992188,41.47686767578125,-30.53924560546875,-0.220123291015625,16.654569625854492,21.120845794677734,-18.543975830078125,762.0284423828125,-53.99385070800781,-49.26393127441406,-17.063751220703125,-72.38917541503906
-179.705810546875,11.656158447265625,-26.90594482421875,-40.414093017578125,6.345444679260254,18.36138153076172,-10.74786376953125,762.0673217773438,-57.609466552734375,-47.78553771972656,4.340911865234375,-82.67964172363281
-158.233154296875,31.92755126953125,-29.0206298828125,-98.76937866210938,20.24931526184082,19.33115005493164,-19.2747802734375,749.7349853515625,-55.91691589355469,-44.23651123046875,-25.375701904296875,-70.80393981933594
-162.95584106445312,26.5517578125,-28.67938232421875,-85.11956787109375,20.629161834716797,18.33032989501953,-18.7938232421875,743.3447875976562,-48.74342346191406,-43.161376953125,-28.680908203125,-73.36082458496094
-141.19183349609375,48.69268798828125,-27.42987060546875,-56.47796630859375,30.35781478881836,18.825298309326172,-18.653228759765625,739.429443359375,-51.790008544921875,-43.884857177734375,-31.799407958984375,-74.28512573242188
-151.6766357421875,37.11944580078125,-27.216705322265625,-40.942413330078125,19.813873291015625,20.80518913269043,-17.981353759765625,742.5361938476562,-52.123504638671875,-44.823089599609375,-37.47943115234375,-70.64302062988281
-167.44737243652344,23.166961669921875,-28.110809326171875,-70.28884887695312,24.495641708374023,20.547101974487305,-16.3931884765625,753.9851684570312,-55.0440673828125,-43.93060302734375,-18.987396240234375,-76.49472045898438
-174.54771423339844,48.3448486328125,-28.7255859375,-86.99118041992188,30.880338668823242,20.129697799682617,-11.735992431640625,758.7784423828125,-52.18879699707031,-46.9541015625,-35.531158447265625,-79.93159484863281
-158.8404541015625,13.69549560546875,-29.1962890625,-15.4779052734375,12.634798049926758,18.952041625976562,-14.0966796875,749.2024536132812,-51.05670166015625,-46.88352966308594,-21.202850341796875,-76.572998046875
-155.9988555908203,37.397918701171875,-27.56878662109375,-19.305084228515625,22.195466995239258,19.331668853759766,-16.414031982421875,741.0715942382812,-51.1392822265625,-42.672943115234375,-40.1068115234375,-70.829345703125
-165.40426635742188,56.402313232421875,-28.166534423828125,-30.819580078125,9.98759937286377,20.389083862304688,-15.125,741.3660278320312,-49.37727355957031,-40.06298828125,-37.48785400390625,-73.06231689453125
-138.42160034179688,39.23858642578125,-28.326385498046875,-76.1549072265625,12.753613471984863,22.14904022216797,-14.391326904296875,737.2092895507812,-53.636077880859375,-44.39302062988281,-43.64892578125,-73.00636291503906
-151.01039123535156,18.614501953125,-29.91326904296875,-71.072998046875,10.38581371307373,20.19346046447754,-26.061553955078125,745.8888549804688,-52.33966064453125,-45.174468994140625,-16.458770751953125,-68.32359313964844
-140.5719451904297,38.201019287109375,-28.3994140625,-109.72425842285156,9.575510025024414,20.18414878845215,-13.3338623046875,735.753662109375,-53.802337646484375,-39.0555419921875,-25.54058837890625,-74.04133605957031
-158.80958557128906,32.153564453125,-26.767181396484375,-60.27003479003906,28.02947235107422,19.62514305114746,-12.441131591796875,736.0973510742188,-50.2615966796875,-40.25,-12.174591064453125,-70.13645935058594
-160.86514282226562,25.62127685546875,-28.119873046875,-9.622314453125,27.59197235107422,20.082794189453125,-18.6998291015625,751.4405517578125,-57.93226623535156,-45.2545166015625,-14.245941162109375,-71.37530517578125
-159.3812255859375,41.8651123046875,-26.052520751953125,-63.40191650390625,17.043893814086914,20.980642318725586,-20.1654052734375,731.8208618164062,-50.12275695800781,-40.47674560546875,-22.171966552734375,-66.13946533203125
-162.1820068359375,38.47100830078125,-25.7684326171875,-78.77705383300781,13.243366241455078,18.869783401489258,-20.40545654296875,744.3002319335938,-54.35498046875,-42.732330322265625,-28.9793701171875,-68.6407470703125
-158.28639221191406,22.757781982421875,-29.947418212890625,-21.465118408203125,20.615280151367188,22.86739730834961,-15.84881591796875,743.0455932617188,-51.53077697753906,-42.741119384765625,-15.729461669921875,-72.61927795410156
-169.4043731689453,62.105255126953125,-27.20318603515625,-36.016265869140625,32.1927490234375,20.5437068939209,-18.664581298828125,733.1910400390625,-49.853973388671875,-39.434967041015625,-17.833709716796875,-62.291473388671875
-149.16856384277344,-3.4173583984375,-26.36883544921875,-78.73292541503906,32.30067825317383,18.33090591430664,-10.2808837890625,731.7078247070312,-51.81964111328125,-40.597869873046875,-14.06494140625,-69.04727172851562
-153.60044860839844,52.73187255859375,-28.700225830078125,20.13970947265625,36.16748046875,20.00330352783203,-20.505828857421875,734.744140625,-51.62739562988281,-42.598388671875,-38.822906494140625,-63.90419006347656
-141.964599609375,-0.261932373046875,-27.479766845703125,-12.299774169921875,45.61241912841797,20.6452693939209,-18.436004638671875,743.43310546875,-50.34443664550781,-43.5447998046875,-17.720733642578125,-78.17628479003906
-152.65469360351562,66.95367431640625,-26.632659912109375,-35.180328369140625,61.76099395751953,18.844295501708984,-20.332183837890625,730.7225341796875,-51.88179016113281,-40.066802978515625,-52.35545349121094,-65.09236145019531
-157.46453857421875,28.2330322265625,-25.800445556640625,-72.81040954589844,40.86745071411133,21.029911041259766,-17.02874755859375,739.4743041992188,-52.59144592285156,-39.843048095703125,-12.286346435546875,-71.14906311035156
-161.9351043701172,15.208740234375,-26.579132080078125,-95.79061889648438,14.495107650756836,18.153594970703125,-17.2615966796875,745.55859375,-52.42555236816406,-48.60044860839844,-17.771484375,-71.71968078613281
-152.7718505859375,95.82025146484375,-26.100372314453125,-37.96484375,7.777595520019531,23.644210815429688,-19.935943603515625,743.0940551757812,-55.423919677734375,-43.177490234375,-41.781524658203125,-71.7977294921875
-156.05807495117188,24.67816162109375,-29.79522705078125,-33.939056396484375,19.147674560546875,20.52045440673828,-20.350860595703125,757.30810546875,-56.51153564453125,-47.95977783203125,-16.58074951171875,-77.07658386230469
-181.26486206054688,30.0882568359375,-28.415008544921875,-75.73980712890625,24.863250732421875,19.772254943847656,-12.91583251953125,752.471923828125,-51.18182373046875,-42.4315185546875,-14.691680908203125,-73.6849365234375
-169.0148468017578,22.579559326171875,-25.347015380859375,-81.60023498535156,24.523096084594727,20.44674301147461,-11.400482177734375,743.9306640625,-52.06816101074219,-42.689849853515625,-13.299346923828125,-73.59725952148438
-156.7306365966797,28.228851318359375,-26.740478515625,-35.508392333984375,11.405189514160156,18.411048889160156,-17.769866943359375,751.3670654296875,-57.23908996582031,-47.320892333984375,-18.41619873046875,-75.33293151855469
-157.01953125,46.59344482421875,-26.44671630859375,-61.499053955078125,17.313350677490234,19.869159698486328,-16.378509521484375,743.26953125,-55.4156494140625,-44.05125427246094,-29.3782958984375,-70.02008056640625
-162.30184936523438,56.631439208984375,-28.131683349609375,-70.72048950195312,21.009183883666992,17.675628662109375,-14.698638916015625,747.9996948242188,-53.00433349609375,-42.78375244140625,-34.77545166015625,-75.40731811523438
-155.1801300048828,13.611114501953125,-29.2930908203125,-71.86341857910156,41.38914108276367,19.456932067871094,-13.818603515625,747.48974609375,-53.2271728515625,-42.413909912109375,-26.758758544921875,-73.66355895996094
-178.37413024902344,54.404754638671875,-30.54736328125,-59.7401123046875,42.327735900878906,18.97151756286621,-21.716796875,751.2642211914062,-54.54631042480469,-42.967193603515625,-35.43359375,-67.39825439453125
-177.76641845703125,35.585052490234375,-27.90216064453125,-85.52470397949219,59.28183364868164,21.633150100708008,-12.122467041015625,752.6202392578125,-54.369537353515625,-43.38427734375,-31.976287841796875,-73.43748474121094
-170.7535858154297,6.25054931640625,-28.5987548828125,-83.68316650390625,35.610050201416016,21.003643035888672,-10.7044677734375,757.1639404296875,-53.323455810546875,-48.05387878417969,-14.14459228515625,-77.4862060546875
-162.16915893554688,35.260986328125,-28.753326416015625,-113.83209228515625,9.673399925231934,19.792861938476562,-13.639892578125,748.9212646484375,-55.69781494140625,-45.29876708984375,-31.22882080078125,-69.76838684082031
-167.8677978515625,28.517852783203125,-29.46795654296875,-79.42283630371094,5.283849716186523,17.98143768310547,-17.39349365234375,757.2125244140625,-51.6964111328125,-45.22206115722656,-7.113494873046875,-80.17510986328125
-162.40968322753906,36.2593994140625,-29.848968505859375,-85.93495178222656,9.4187593460083,17.745716094970703,-17.192230224609375,744.0718383789062,-50.64805603027344,-42.346282958984375,-20.938201904296875,-70.56547546386719
-163.45164489746094,34.48663330078125,-27.381683349609375,-126.19161987304688,20.08699607849121,20.994522094726562,-13.451446533203125,740.1915283203125,-48.82550048828125,-42.297637939453125,-26.387969970703125,-69.85353088378906
-161.87001037597656,25.342559814453125,-26.27947998046875,-35.40594482421875,17.646427154541016,19.76718521118164,-19.81549072265625,739.6498413085938,-51.216339111328125,-42.531524658203125,-20.235687255859375,-70.64981079101562
-159.5987548828125,75.35293579101562,-26.32781982421875,-51.58506774902344,24.89510154724121,19.83989715576172,-17.487213134765625,745.9613037109375,-56.260406494140625,-43.736053466796875,-42.205413818359375,-73.8905029296875
-147.95785522460938,21.670989990234375,-25.577484130859375,-77.41705322265625,22.67058753967285,20.44945526123047,-12.269287109375,739.07421875,-53.78776550292969,-42.5694580078125,-21.81390380859375,-73.90139770507812
-170.04689025878906,39.430511474609375,-27.9423828125,-65.22528076171875,28.685094833374023,20.708511352539062,-17.75347900390625,749.5184326171875,-53.88777160644531,-41.849609375,-15.9891357421875,-74.1036376953125
-171.21046447753906,42.917999267578125,-31.6597900390625,-66.12680053710938,22.35614776611328,20.139232635498047,-20.4749755859375,762.4228515625,-54.216522216796875,-48.994659423828125,-22.928680419921875,-77.16191101074219
-164.9347686767578,7.215362548828125,-30.31396484375,-95.26956176757812,14.382308959960938,20.826854705810547,-11.566864013671875,757.292724609375,-50.42628479003906,-46.64509582519531,-10.88238525390625,-80.64567565917969
-144.81101989746094,16.0269775390625,-28.40966796875,-118.11270141601562,9.038965225219727,17.786975860595703,-16.512786865234375,746.639892578125,-55.47187805175781,-46.23860168457031,-18.62493896484375,-72.76332092285156
-169.62088012695312,26.91705322265625,-29.746978759765625,-86.29267883300781,8.858725547790527,16.061643600463867,-17.00115966796875,750.7920532226562,-52.41584777832031,-43.503326416015625,-17.692108154296875,-71.64564514160156
-161.40077209472656,40.48797607421875,-26.110809326171875,-61.03678894042969,17.657201766967773,19.431489944458008,-19.00360107421875,738.1714477539062,-56.3455810546875,-41.13323974609375,-24.161834716796875,-65.269775390625
-146.69961547851562,28.06658935546875,-27.1353759765625,-85.29658508300781,21.258031845092773,19.329051971435547,-14.671844482421875,731.240234375,-50.257537841796875,-39.78997802734375,-18.18927001953125,-70.35806274414062
-161.4244384765625,21.328125,-26.71240234375,-102.19175720214844,17.276470184326172,18.100624084472656,-13.594512939453125,739.6121826171875,-51.38404846191406,-40.7393798828125,-2.714569091796875,-74.59866333007812
-162.24853515625,43.764495849609375,-24.898345947265625,-103.79808044433594,14.979158401489258,19.803855895996094,-15.708099365234375,741.885986328125,-54.1859130859375,-40.78009033203125,-27.01849365234375,-70.03741455078125
-167.10276794433594,39.678497314453125,-27.735626220703125,-98.86656188964844,10.229065895080566,18.805973052978516,-11.482269287109375,748.2821044921875,-55.516815185546875,-43.272705078125,-37.593536376953125,-73.45578002929688
-142.89910888671875,5.676971435546875,-28.63690185546875,-126.0108642578125,8.199870109558105,19.637937545776367,-9.961822509765625,741.947021484375,-52.527008056640625,-44.92779541015625,-15.087249755859375,-75.595703125
-156.2540740966797,19.49676513671875,-27.04205322265625,-80.84019470214844,4.797246932983398,18.936813354492188,-11.014495849609375,747.29736328125,-56.42021179199219,-44.41532897949219,-25.04559326171875,-74.64274597167969
-159.89674377441406,41.843719482421875,-30.406494140625,-52.15663146972656,24.373634338378906,21.82840919494629,-17.1776123046875,759.1439819335938,-55.1187744140625,-47.77099609375,-42.5762939453125,-75.36830139160156
