a_0,b_1,b_0
189.46084594726562,1.19675612449646,-1113.693359375
249.63905334472656,1.1643340587615967,-1122.88232421875
249.43441772460938,1.045190453529358,-1107.9163818359375
205.05465698242188,1.0022436380386353,-1113.657470703125
187.8952178955078,1.050797462463379,-1120.0732421875
171.88722229003906,0.9356350898742676,-1116.073974609375
203.2171173095703,0.6684800386428833,-1094.611328125
111.55319213867188,0.45476004481315613,-1116.9921875
196.8435516357422,0.5905971527099609,-1100.8919677734375
221.1049346923828,0.9047427177429199,-1118.206298828125
129.73019409179688,1.0456433296203613,-1112.4697265625
192.69732666015625,1.5738258361816406,-1120.37109375
174.818115234375,0.9853391647338867,-1110.0372314453125
83.8286361694336,0.5170462131500244,-1105.200439453125
175.2765350341797,0.526877760887146,-1130.35986328125
208.64358520507812,1.2149126529693604,-1102.3134765625
253.99143981933594,0.7966139912605286,-1108.37890625
281.11016845703125,1.1914266347885132,-1118.75439453125
203.28868103027344,1.134021520614624,-1111.6422119140625
130.7747039794922,0.9038075804710388,-1108.18603515625
211.3710174560547,1.2413816452026367,-1118.5093994140625
232.43487548828125,1.5976433753967285,-1129.3486328125
265.38348388671875,0.9626095294952393,-1103.26708984375
242.17434692382812,1.3556678295135498,-1109.5863037109375
260.6357727050781,1.3985694646835327,-1132.95263671875
207.36314392089844,1.4407386779785156,-1121.99755859375
205.79673767089844,1.237363576889038,-1120.076904296875
205.92333984375,1.1291905641555786,-1122.576904296875
119.2432632446289,1.0337235927581787,-1097.602783203125
130.07525634765625,1.1126552820205688,-1097.22900390625
172.2916717529297,1.4745924472808838,-1121.5118408203125
211.09423828125,1.3067729473114014,-1101.8919677734375
224.2102508544922,1.6677571535110474,-1117.05859375
227.19744873046875,1.5859618186950684,-1127.8460693359375
251.50257873535156,1.3940669298171997,-1120.8646240234375
339.87115478515625,1.0202654600143433,-1124.2139892578125
343.3303527832031,0.8212535381317139,-1108.70166015625
327.7550964355469,1.194000482559204,-1117.954345703125
217.37478637695312,0.9603883028030396,-1137.96923828125
192.62008666992188,0.8056883811950684,-1104.97412109375
186.00851440429688,1.1202588081359863,-1117.843994140625
228.53823852539062,1.2770054340362549,-1135.08984375
280.5580749511719,1.0481626987457275,-1116.53369140625
259.03485107421875,1.4615135192871094,-1125.227294921875
276.11236572265625,1.2423887252807617,-1113.0810546875
269.4082946777344,0.739479660987854,-1115.7764892578125
261.78009033203125,1.2368558645248413,-1119.1005859375
192.78005981445312,0.8524882197380066,-1114.989990234375
183.5514373779297,1.138982892036438,-1102.7132568359375
156.63671875,0.8498549461364746,-1118.764404296875
149.697998046875,0.909095287322998,-1115.286376953125
159.59848022460938,0.7868435382843018,-1105.553466796875
128.74993896484375,1.127337098121643,-1114.527099609375
192.5845184326172,1.644272804260254,-1110.065185546875
262.5331726074219,0.6769275665283203,-1111.943359375
271.1125183105469,1.4435018301010132,-1125.1650390625
267.3746032714844,1.3336315155029297,-1138.2464599609375
149.75009155273438,1.5197688341140747,-1119.91259765625
174.67843627929688,1.2744141817092896,-1110.4183349609375
217.23297119140625,0.6394208073616028,-1117.38134765625
248.17864990234375,1.4493423700332642,-1124.12939453125
222.4064483642578,0.9986135363578796,-1120.4127197265625
104.66080474853516,1.3346319198608398,-1117.620361328125
67.98075866699219,1.3953015804290771,-1103.731201171875
127.4494857788086,1.355287790298462,-1112.3184814453125
144.45352172851562,1.3099644184112549,-1133.793212890625
211.61221313476562,0.5980687141418457,-1108.62744140625
188.03738403320312,1.548905611038208,-1113.8099365234375
222.38746643066406,0.6255799531936646,-1118.81884765625
233.47789001464844,1.0534290075302124,-1097.812744140625
260.21209716796875,1.0229765176773071,-1112.3712158203125
349.7459716796875,1.4185383319854736,-1105.3472900390625
328.6324157714844,1.5033918619155884,-1119.8209228515625
213.52194213867188,1.3490214347839355,-1114.646728515625
159.10731506347656,1.1856632232666016,-1123.2236328125
200.14418029785156,1.2497810125350952,-1120.7484130859375
114.96416473388672,0.8629757761955261,-1124.3165283203125
126.13706970214844,0.7873423099517822,-1103.287109375
233.67701721191406,0.7053461670875549,-1096.1097412109375
263.988525390625,1.3197113275527954,-1118.186279296875
251.9789276123047,1.2117195129394531,-1106.72314453125
251.57884216308594,1.272923469543457,-1109.1959228515625
299.3280944824219,0.9220349788665771,-1106.8232421875
335.4920349121094,1.0935927629470825,-1106.1533203125
292.5466613769531,1.3313716650009155,-1107.75537109375
198.3350830078125,0.8826632499694824,-1122.94580078125
183.46438598632812,1.0601811408996582,-1109.38037109375
192.31178283691406,1.1790977716445923,-1131.61083984375
163.48553466796875,0.8942058086395264,-1115.1356201171875
149.10958862304688,1.3080356121063232,-1127.1014404296875
182.54611206054688,1.0643854141235352,-1117.000732421875
191.03553771972656,0.8661711812019348,-1100.741943359375
215.6101837158203,0.994735062122345,-1114.9063720703125
161.90432739257812,1.3001306056976318,-1114.677001953125
176.46055603027344,0.9221391677856445,-1119.853759765625
161.9781951904297,1.6871362924575806,-1126.34326171875
219.0959014892578,0.958631157875061,-1112.376953125
191.2602996826172,1.2768460512161255,-1100.30859375
183.53915405273438,1.4647088050842285,-1109.613037109375
225.3385009765625,0.9473020434379578,-1094.48291015625
289.8621826171875,1.500835657119751,-1103.641845703125
211.107177734375,1.6637359857559204,-1135.18115234375
170.1884002685547,1.3600225448608398,-1107.93798828125
165.86703491210938,1.3689743280410767,-1105.25927734375
157.09295654296875,1.418108344078064,-1124.7945556640625
104.0926742553711,1.3374946117401123,-1123.052490234375
178.85704040527344,0.7945553064346313,-1096.0699462890625
166.88037109375,1.1084710359573364,-1132.64599609375
146.58494567871094,0.9533915519714355,-1109.347412109375
106.13459014892578,1.6593530178070068,-1128.87890625
188.5084228515625,1.1198275089263916,-1141.8135986328125
148.7215118408203,0.9333228468894958,-1101.443115234375
180.0338134765625,1.339979887008667,-1122.2415771484375
155.7491455078125,0.8718979954719543,-1102.3968505859375
190.8278045654297,1.447163701057434,-1131.30859375
146.4091339111328,1.6379399299621582,-1133.77587890625
172.64627075195312,1.5348440408706665,-1114.8046875
201.88314819335938,1.260044813156128,-1125.63330078125
281.5364990234375,1.134832739830017,-1099.08935546875
190.3314208984375,1.3869004249572754,-1110.8016357421875
213.95120239257812,1.304860234260559,-1139.8740234375
196.97402954101562,0.8574914336204529,-1108.729248046875
200.44210815429688,1.0326759815216064,-1089.780517578125
162.69107055664062,0.913317859172821,-1110.1038818359375
113.18485260009766,1.1354546546936035,-1115.629150390625
227.7398223876953,1.2514662742614746,-1107.732177734375
213.1248016357422,1.1953566074371338,-1129.505615234375
124.42511749267578,1.0076557397842407,-1110.9715576171875
224.47055053710938,0.9605573415756226,-1092.899169921875
227.43955993652344,1.0762985944747925,-1107.346923828125
186.75047302246094,0.9288824200630188,-1118.556640625
176.07424926757812,1.0020573139190674,-1135.662353515625
181.91360473632812,1.2225719690322876,-1122.261962890625
156.7117919921875,1.3372598886489868,-1116.31005859375
143.06365966796875,1.4869296550750732,-1135.572265625
165.299072265625,1.522676706314087,-1136.2989501953125
179.60792541503906,0.5526467561721802,-1106.9947509765625
239.3735809326172,1.2899410724639893,-1106.93603515625
241.6416778564453,0.9402221441268921,-1115.6331787109375
182.94168090820312,1.269535779953003,-1118.2069091796875
177.2381134033203,0.8327587842941284,-1132.301513671875
176.9384002685547,1.0602612495422363,-1106.6082763671875
218.53482055664062,1.1224998235702515,-1119.195556640625
161.64584350585938,0.9288308620452881,-1100.3173828125
162.72474670410156,1.3070671558380127,-1104.712158203125
184.63937377929688,1.3609113693237305,-1137.41748046875
126.04782104492188,0.7620232701301575,-1132.7396240234375
127.16364288330078,1.0362353324890137,-1103.1380615234375
78.27880096435547,1.2131212949752808,-1118.796630859375
121.3375473022461,1.5014660358428955,-1121.579833984375
234.5169219970703,1.289220929145813,-1123.2470703125
178.6423797607422,1.271087884902954,-1107.00732421875
189.9942626953125,1.5655089616775513,-1105.90087890625
231.36505126953125,0.9013540744781494,-1104.591552734375
146.23519897460938,1.5274007320404053,-1123.9931640625
236.17800903320312,0.6615928411483765,-1116.44873046875
232.2597198486328,0.8236396908760071,-1088.760498046875
199.45877075195312,1.095231294631958,-1116.858154296875
217.27552795410156,0.7405627369880676,-1132.6278076171875
315.0914611816406,1.0145314931869507,-1104.459716796875
301.5434265136719,1.3266384601593018,-1110.167236328125
267.4378967285156,0.9160187244415283,-1118.335205078125
169.68614196777344,1.0847232341766357,-1129.029052734375
200.60955810546875,1.0685526132583618,-1120.397216796875
168.2535400390625,1.035170555114746,-1106.5634765625
108.64894104003906,0.6250729560852051,-1109.409912109375
180.0499725341797,0.9050712585449219,-1112.5421142578125
174.1417999267578,1.5774939060211182,-1131.087158203125
155.7884521484375,1.4549438953399658,-1122.0064697265625
165.9925079345703,1.3017107248306274,-1114.9847412109375
188.7108154296875,1.3918788433074951,-1115.03515625
156.81402587890625,0.8643264174461365,-1128.723876953125
134.03753662109375,1.2927050590515137,-1117.2080078125
135.6334228515625,1.229356288909912,-1104.315673828125
198.06573486328125,1.2987102270126343,-1106.45556640625
136.74169921875,1.4415128231048584,-1122.9027099609375
108.11194610595703,1.2084789276123047,-1121.548095703125
137.54946899414062,1.4757555723190308,-1137.91259765625
167.42022705078125,0.9242700338363647,-1124.547119140625
221.2474822998047,1.239563226699829,-1120.0142822265625
159.9141082763672,0.7055037021636963,-1126.4146728515625
258.75067138671875,1.4369333982467651,-1101.575927734375
279.4631652832031,1.628200888633728,-1126.7470703125
298.55731201171875,1.1005595922470093,-1111.5008544921875
232.3390350341797,1.0711426734924316,-1106.902587890625
290.5465393066406,1.1439201831817627,-1124.72509765625
336.8885498046875,1.2841163873672485,-1119.9329833984375
282.3327331542969,0.8167305588722229,-1090.449462890625
233.55044555664062,1.4244712591171265,-1110.31982421875
184.6002655029297,0.9571763873100281,-1093.811767578125
184.1956329345703,1.178735613822937,-1090.78271484375
284.231689453125,1.0924615859985352,-1110.2236328125
264.7475280761719,1.1452159881591797,-1101.9520263671875
194.6197052001953,1.0620023012161255,-1113.076416015625
165.55479431152344,0.875656247138977,-1118.02685546875
163.95127868652344,1.1405949592590332,-1109.844482421875
207.6886444091797,1.2195711135864258,-1118.7503662109375
246.73622131347656,1.260969877243042,-1106.11962890625
174.1268310546875,1.3001587390899658,-1109.612060546875
170.61813354492188,1.3248076438903809,-1120.1650390625
142.78872680664062,1.2902241945266724,-1116.844482421875
190.8628692626953,0.4746013283729553,-1122.5634765625
224.98153686523438,1.1875157356262207,-1125.964599609375
248.37901306152344,1.422755479812622,-1113.67138671875
228.67770385742188,0.6800017356872559,-1127.0142822265625
207.31105041503906,1.3345279693603516,-1124.8543701171875
311.5726013183594,1.0742603540420532,-1102.2958984375
281.9790954589844,0.7892425060272217,-1100.6630859375
318.3271789550781,1.0323474407196045,-1092.57373046875
277.4009704589844,0.7602312564849854,-1120.241455078125
270.4204406738281,1.4072697162628174,-1111.3447265625
360.817138671875,0.9487965703010559,-1103.570556640625
301.6293640136719,1.097895860671997,-1108.6328125
202.55880737304688,1.192039132118225,-1116.215576171875
162.8379364013672,0.8436605930328369,-1110.09033203125
169.4435272216797,1.2009434700012207,-1125.94482421875
154.16551208496094,0.6742522120475769,-1106.921875
139.56822204589844,1.526911973953247,-1131.637451171875
220.988525390625,1.427819848060608,-1123.82470703125
236.05270385742188,0.8867514133453369,-1113.51953125
176.8206024169922,1.1559371948242188,-1106.76611328125
147.7198028564453,1.0299999713897705,-1118.61865234375
243.87547302246094,1.4393856525421143,-1129.722412109375
209.73411560058594,1.102733850479126,-1113.4844970703125
206.0771026611328,1.2422593832015991,-1114.2674560546875
228.48593139648438,1.2151551246643066,-1128.3359375
343.1501159667969,1.2702871561050415,-1130.59912109375
350.0024108886719,1.3603216409683228,-1126.0418701171875
348.06610107421875,1.232761263847351,-1119.994873046875
280.0047302246094,1.1883293390274048,-1119.883544921875
246.24395751953125,1.3115794658660889,-1120.6356201171875
304.161376953125,1.7090754508972168,-1110.677001953125
293.1408996582031,1.1176278591156006,-1116.68994140625
193.3401336669922,1.1456689834594727,-1113.7274169921875
174.72915649414062,1.3430578708648682,-1130.31689453125
153.05857849121094,1.1483145952224731,-1127.862060546875
202.78167724609375,0.9248759746551514,-1123.9432373046875
257.15972900390625,1.1284236907958984,-1116.3931884765625
212.65074157714844,0.8211860060691833,-1098.384521484375
189.53660583496094,1.3397341966629028,-1114.7392578125
147.38662719726562,1.0695194005966187,-1122.5374755859375
128.7459259033203,0.9337088465690613,-1125.1248779296875
196.18617248535156,1.494645595550537,-1120.587646484375
269.9093933105469,0.7755159735679626,-1112.006103515625
219.2988739013672,1.3015352487564087,-1138.4580078125
161.05938720703125,0.9725877642631531,-1116.640869140625
207.72686767578125,1.2251739501953125,-1122.099365234375
228.16883850097656,0.9561112523078918,-1117.279296875
150.15206909179688,0.8908926844596863,-1132.11376953125
212.27206420898438,0.5699841380119324,-1110.100341796875
233.5087432861328,0.9373581409454346,-1084.52001953125
346.9024658203125,0.9781079292297363,-1098.3660888671875
311.6017761230469,1.0828313827514648,-1106.53369140625
358.3833312988281,1.1597542762756348,-1111.2984619140625
239.7377166748047,1.0135116577148438,-1109.1700439453125
255.37742614746094,0.8236802220344543,-1130.2735595703125
189.73997497558594,1.4717159271240234,-1107.54833984375
146.81045532226562,1.3961968421936035,-1132.7923583984375
134.56985473632812,1.2364842891693115,-1115.9373779296875
148.33535766601562,1.589653730392456,-1127.235595703125
141.1976776123047,0.704044759273529,-1116.886474609375
150.6402130126953,0.7424314022064209,-1105.6513671875
139.49447631835938,0.9721598625183105,-1090.222900390625
98.8687973022461,1.3440172672271729,-1107.73486328125
207.5728759765625,1.191306710243225,-1122.33154296875
177.9559783935547,1.0271196365356445,-1131.2470703125
154.24996948242188,1.463234543800354,-1103.878662109375
200.1605224609375,1.3981653451919556,-1110.2718505859375
166.41961669921875,1.1298177242279053,-1120.8115234375
121.30029296875,1.3466558456420898,-1104.3646240234375
169.64576721191406,1.633746862411499,-1130.55908203125
179.85572814941406,1.0913810729980469,-1119.499755859375
216.57046508789062,1.1799044609069824,-1119.81396484375
251.86192321777344,1.508212685585022,-1100.9664306640625
281.3927001953125,1.4520900249481201,-1114.75341796875
323.0499572753906,1.3659638166427612,-1127.584716796875
260.4171142578125,1.5847164392471313,-1111.30517578125
192.01487731933594,0.8283383846282959,-1122.31103515625
224.837158203125,0.8858071565628052,-1107.7813720703125
220.1825714111328,1.241469144821167,-1111.821044921875
307.8510437011719,1.5023869276046753,-1132.9564208984375
270.52484130859375,1.4637668132781982,-1116.2423095703125
176.6902618408203,1.6625680923461914,-1124.2431640625
186.1060791015625,1.396132469177246,-1107.927001953125
210.72921752929688,0.6391289830207825,-1102.3106689453125
182.33876037597656,1.3861384391784668,-1122.906494140625
191.16419982910156,0.9920448660850525,-1131.696044921875
170.7063751220703,1.5530905723571777,-1118.7799072265625
161.8092498779297,0.987979531288147,-1121.5709228515625
143.9906768798828,1.372621774673462,-1115.36572265625
